date,state,district,pincode,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_
14-06-2025,Maharashtra,Thane,400701,5.0,5.0,0.0,0.0,0.0,15.0,35.0
14-08-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,12.0,25.0
14-08-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,12.0,25.0
14-09-2025,Maharashtra,Thane,400701,1.0,3.0,0.0,3.0,11.0,0.0,0.0
14-10-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,22.0,44.0
14-11-2025,Maharashtra,Thane,400701,3.0,1.0,1.0,5.0,59.0,18.0,47.0
14-12-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,4.0,17.0,4.0,5.0
14-12-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,4.0,17.0,4.0,5.0
15-06-2025,Maharashtra,Thane,400701,3.0,4.0,0.0,0.0,0.0,5.0,6.0
15-06-2025,Maharashtra,Thane,400701,3.0,4.0,0.0,0.0,0.0,5.0,6.0
15-09-2025,Maharashtra,Thane,400701,3.0,0.0,0.0,6.0,28.0,81.0,36.0
15-09-2025,Maharashtra,Thane,400701,3.0,0.0,0.0,6.0,28.0,81.0,36.0
15-10-2025,Maharashtra,Thane,400701,11.0,2.0,0.0,11.0,41.0,13.0,33.0
15-11-2025,Maharashtra,Thane,400701,7.0,2.0,0.0,1.0,47.0,24.0,31.0
15-12-2025,Maharashtra,Thane,400701,17.0,3.0,0.0,3.0,45.0,39.0,53.0
15-12-2025,Maharashtra,Thane,400701,17.0,3.0,0.0,3.0,45.0,39.0,53.0
16-06-2025,Maharashtra,Thane,400701,2.0,2.0,0.0,0.0,0.0,0.0,0.0
16-09-2025,Maharashtra,Thane,400701,3.0,2.0,1.0,4.0,29.0,0.0,0.0
16-10-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,8.0,39.0,26.0,34.0
16-11-2025,Maharashtra,Thane,400701,9.0,0.0,0.0,1.0,19.0,9.0,6.0
16-12-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,3.0,47.0,58.0,31.0
16-12-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,3.0,47.0,58.0,31.0
17-06-2025,Maharashtra,Thane,400701,4.0,8.0,0.0,0.0,0.0,0.0,0.0
17-07-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,20.0,17.0
17-08-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,3.0,2.0
17-09-2025,Maharashtra,Thane,400701,7.0,1.0,0.0,5.0,36.0,51.0,30.0
17-09-2025,Maharashtra,Thane,400701,7.0,1.0,0.0,5.0,36.0,51.0,30.0
17-10-2025,Maharashtra,Thane,400701,9.0,3.0,0.0,5.0,18.0,0.0,0.0
17-11-2025,Maharashtra,Thane,400701,2.0,1.0,0.0,3.0,57.0,18.0,57.0
17-12-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,5.0,52.0,64.0,43.0
17-12-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,5.0,52.0,64.0,43.0
18-06-2025,Maharashtra,Thane,400701,4.0,1.0,0.0,0.0,0.0,0.0,0.0
18-07-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,19.0,26.0
18-08-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,7.0,19.0
18-09-2025,Maharashtra,Thane,400701,1.0,1.0,0.0,5.0,23.0,0.0,0.0
18-10-2025,Maharashtra,Thane,400701,3.0,1.0,0.0,3.0,29.0,25.0,25.0
18-11-2025,Maharashtra,Thane,400701,10.0,4.0,0.0,4.0,38.0,30.0,45.0
18-11-2025,Maharashtra,Thane,400701,10.0,4.0,0.0,4.0,38.0,30.0,45.0
18-12-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,7.0,41.0,0.0,0.0
19-06-2025,Maharashtra,Thane,400701,8.0,4.0,0.0,0.0,0.0,10.0,30.0
19-06-2025,Maharashtra,Thane,400701,8.0,4.0,0.0,0.0,0.0,10.0,30.0
19-08-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,8.0,9.0
19-09-2025,Maharashtra,Thane,400701,4.0,2.0,0.0,5.0,26.0,74.0,34.0
19-09-2025,Maharashtra,Thane,400701,4.0,2.0,0.0,5.0,26.0,74.0,34.0
19-10-2025,Maharashtra,Thane,400701,10.0,0.0,0.0,2.0,19.0,2.0,4.0
19-11-2025,Maharashtra,Thane,400701,8.0,1.0,0.0,5.0,41.0,14.0,36.0
19-12-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,6.0,37.0,0.0,0.0
20-07-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,5.0,6.0
20-09-2025,Maharashtra,Thane,400701,5.0,4.0,0.0,8.0,22.0,48.0,35.0
20-09-2025,Maharashtra,Thane,400701,5.0,4.0,0.0,8.0,22.0,48.0,35.0
20-10-2025,Maharashtra,Thane,400701,4.0,3.0,0.0,2.0,17.0,5.0,16.0
20-11-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,6.0,51.0,26.0,57.0
20-12-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,6.0,44.0,49.0,41.0
20-12-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,6.0,44.0,49.0,41.0
21-05-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,13.0,34.0
21-05-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,13.0,34.0
21-07-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,16.0,30.0
21-09-2025,Maharashtra,Thane,400701,1.0,0.0,0.0,0.0,0.0,7.0,4.0
21-09-2025,Maharashtra,Thane,400701,1.0,0.0,0.0,0.0,0.0,7.0,4.0
21-10-2025,Maharashtra,Thane,400701,1.0,0.0,0.0,0.0,3.0,1.0,0.0
21-10-2025,Maharashtra,Thane,400701,1.0,0.0,0.0,0.0,3.0,1.0,0.0
21-11-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,3.0,42.0,17.0,53.0
21-11-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,3.0,42.0,17.0,53.0
21-12-2025,Maharashtra,Thane,400701,5.0,0.0,0.0,0.0,21.0,3.0,2.0
21-12-2025,Maharashtra,Thane,400701,5.0,0.0,0.0,0.0,21.0,3.0,2.0
22-05-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,14.0,28.0
22-05-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,14.0,28.0
22-06-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,4.0,8.0
22-06-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,4.0,8.0
22-07-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,20.0,30.0
22-08-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,13.0,29.0
22-08-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,13.0,29.0
22-09-2025,Maharashtra,Thane,400701,4.0,0.0,0.0,0.0,0.0,0.0,0.0
22-10-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,2.0,1.0,1.0
22-10-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,2.0,1.0,1.0
22-11-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,3.0,31.0,27.0,30.0
22-12-2025,Maharashtra,Thane,400701,19.0,0.0,0.0,4.0,34.0,27.0,32.0
22-12-2025,Maharashtra,Thane,400701,19.0,0.0,0.0,4.0,34.0,27.0,32.0
23-05-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,15.0,50.0
23-07-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,11.0,22.0
23-09-2025,Maharashtra,Thane,400701,3.0,1.0,0.0,0.0,0.0,0.0,0.0
23-10-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,2.0,3.0,5.0,6.0
23-11-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,4.0,27.0,3.0,5.0
23-11-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,4.0,27.0,3.0,5.0
23-12-2025,Maharashtra,Thane,400701,4.0,1.0,0.0,5.0,42.0,32.0,45.0
24-07-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,30.0,36.0
24-07-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,30.0,36.0
24-09-2025,Maharashtra,Thane,400701,2.0,3.0,0.0,0.0,0.0,41.0,43.0
24-09-2025,Maharashtra,Thane,400701,2.0,3.0,0.0,0.0,0.0,41.0,43.0
24-10-2025,Maharashtra,Thane,400701,1.0,1.0,0.0,5.0,44.0,26.0,43.0
24-11-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,4.0,37.0,20.0,40.0
24-12-2025,Maharashtra,Thane,400701,8.0,2.0,0.0,2.0,41.0,0.0,0.0
25-05-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,0.0,9.0
25-05-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,0.0,9.0
25-06-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,10.0,39.0
25-06-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,10.0,39.0
25-07-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,14.0,15.0
25-07-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,14.0,15.0
25-08-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,10.0,22.0
25-08-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,10.0,22.0
25-09-2025,Maharashtra,Thane,400701,5.0,0.0,0.0,0.0,0.0,0.0,0.0
25-10-2025,Maharashtra,Thane,400701,2.0,0.0,0.0,1.0,21.0,19.0,33.0
25-11-2025,Maharashtra,Thane,400701,10.0,1.0,0.0,6.0,37.0,11.0,21.0
25-12-2025,Maharashtra,Thane,400701,2.0,0.0,0.0,1.0,18.0,3.0,3.0
25-12-2025,Maharashtra,Thane,400701,2.0,0.0,0.0,1.0,18.0,3.0,3.0
26-07-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,25.0,22.0
26-08-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,15.0,30.0
26-08-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,15.0,30.0
26-09-2025,Maharashtra,Thane,400701,1.0,1.0,0.0,0.0,0.0,0.0,0.0
26-10-2025,Maharashtra,Thane,400701,1.0,1.0,0.0,4.0,25.0,0.0,0.0
26-11-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,3.0,39.0,16.0,45.0
26-12-2025,Maharashtra,Thane,400701,0.0,4.0,0.0,8.0,45.0,0.0,0.0
27-07-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,9.0,12.0
27-09-2025,Maharashtra,Thane,400701,1.0,0.0,0.0,0.0,0.0,0.0,0.0
27-10-2025,Maharashtra,Thane,400701,2.0,1.0,0.0,1.0,22.0,0.0,0.0
27-11-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,3.0,25.0,10.0,37.0
27-11-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,3.0,25.0,10.0,37.0
27-12-2025,Maharashtra,Thane,400701,1.0,3.0,0.0,6.0,40.0,33.0,48.0
27-12-2025,Maharashtra,Thane,400701,1.0,3.0,0.0,6.0,40.0,33.0,48.0
28-06-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,22.0,31.0
28-06-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,22.0,31.0
28-07-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,11.0,40.0
28-09-2025,Maharashtra,Thane,400701,1.0,0.0,0.0,0.0,0.0,4.0,5.0
28-09-2025,Maharashtra,Thane,400701,1.0,0.0,0.0,0.0,0.0,4.0,5.0
28-10-2025,Maharashtra,Thane,400701,1.0,0.0,0.0,4.0,23.0,34.0,32.0
28-11-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,2.0,42.0,0.0,0.0
28-12-2025,Maharashtra,Thane,400701,5.0,2.0,0.0,1.0,55.0,14.0,15.0
29-05-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,15.0,33.0
29-06-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,4.0,3.0
29-06-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,4.0,3.0
29-08-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,3.0,28.0
29-08-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,3.0,28.0
29-09-2025,Maharashtra,Thane,400701,1.0,0.0,0.0,0.0,0.0,25.0,33.0
29-10-2025,Maharashtra,Thane,400701,7.0,0.0,0.0,6.0,44.0,17.0,57.0
29-11-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,8.0,42.0,26.0,15.0
29-11-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,8.0,42.0,26.0,15.0
29-12-2025,Maharashtra,Thane,400701,2.0,3.0,0.0,8.0,37.0,26.0,17.0
29-12-2025,Maharashtra,Thane,400701,2.0,3.0,0.0,8.0,37.0,26.0,17.0
30-06-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,18.0,27.0
30-07-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,12.0,34.0
30-08-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,10.0,15.0
30-08-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,10.0,15.0
30-09-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,36.0,20.0
30-10-2025,Maharashtra,Thane,400701,9.0,0.0,1.0,3.0,33.0,0.0,0.0
30-11-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,2.0,17.0,3.0,1.0
30-11-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,2.0,17.0,3.0,1.0
31-05-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,10.0,15.0
31-05-2025,Maharashtra,Thane,400701,0.0,0.0,0.0,0.0,0.0,10.0,15.0
31-10-2025,Maharashtra,Thane,400701,4.0,2.0,0.0,6.0,59.0,42.0,54.0
31-10-2025,Maharashtra,Thane,400701,4.0,2.0,0.0,6.0,59.0,42.0,54.0
31-12-2025,Maharashtra,Thane,400701,5.0,3.0,0.0,3.0,35.0,0.0,0.0
01-01-2026,Maharashtra,Thane,400703,5.0,0.0,0.0,2.0,18.0,45.0,42.0
01-03-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,70.0,842.0,262.0,480.0
01-03-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,70.0,842.0,262.0,480.0
01-05-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,368.0,439.0
01-06-2025,Maharashtra,Thane,400703,44.0,20.0,32.0,0.0,0.0,0.0,0.0
01-08-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,11.0,23.0
01-08-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,11.0,23.0
01-09-2025,Maharashtra,Thane,400703,1.0,0.0,0.0,9.0,11.0,30.0,18.0
01-09-2025,Maharashtra,Thane,400703,1.0,0.0,0.0,9.0,11.0,30.0,18.0
01-11-2025,Maharashtra,Thane,400703,3.0,0.0,0.0,4.0,24.0,63.0,24.0
01-11-2025,Maharashtra,Thane,400703,3.0,0.0,0.0,4.0,24.0,63.0,24.0
01-12-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,1.0,31.0,27.0,35.0
02-01-2026,Maharashtra,Thane,400703,6.0,2.0,0.0,3.0,36.0,0.0,0.0
02-06-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,8.0,22.0
02-06-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,8.0,22.0
02-07-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,10.0,26.0
02-07-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,10.0,26.0
02-09-2025,Maharashtra,Thane,400703,4.0,0.0,0.0,1.0,15.0,0.0,0.0
02-10-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,27.0,4.0
02-11-2025,Maharashtra,Thane,400703,14.0,3.0,0.0,4.0,11.0,6.0,8.0
02-11-2025,Maharashtra,Thane,400703,14.0,3.0,0.0,4.0,11.0,6.0,8.0
02-12-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,1.0,29.0,11.0,18.0
02-12-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,1.0,29.0,11.0,18.0
03-01-2026,Maharashtra,Thane,400703,0.0,2.0,0.0,2.0,5.0,8.0,13.0
03-06-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,15.0,17.0
03-06-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,15.0,17.0
03-07-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,12.0,13.0
03-07-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,12.0,13.0
03-08-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,1.0,5.0
03-08-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,1.0,5.0
03-09-2025,Maharashtra,Thane,400703,2.0,2.0,0.0,3.0,20.0,12.0,14.0
03-11-2025,Maharashtra,Thane,400703,1.0,0.0,0.0,2.0,33.0,27.0,40.0
03-12-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,4.0,31.0,7.0,24.0
03-12-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,4.0,31.0,7.0,24.0
04-06-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,6.0,5.0
04-06-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,6.0,5.0
04-07-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,16.0,17.0
04-07-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,16.0,17.0
04-08-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,15.0,13.0
04-08-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,15.0,13.0
04-09-2025,Maharashtra,Thane,400703,2.0,1.0,0.0,4.0,21.0,0.0,0.0
04-10-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,28.0,15.0
04-11-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,4.0,30.0,17.0,26.0
04-12-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,3.0,23.0,7.0,10.0
04-12-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,3.0,23.0,7.0,10.0
05-06-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,9.0,36.0
05-06-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,9.0,36.0
05-07-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,17.0,26.0
05-07-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,17.0,26.0
05-08-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,18.0,14.0
05-09-2025,Maharashtra,Thane,400703,1.0,0.0,0.0,0.0,9.0,6.0,10.0
05-09-2025,Maharashtra,Thane,400703,1.0,0.0,0.0,0.0,9.0,6.0,10.0
05-10-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,13.0,2.0
05-11-2025,Maharashtra,Thane,400703,6.0,1.0,0.0,2.0,24.0,0.0,0.0
05-12-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,24.0,0.0,0.0
06-08-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,7.0,23.0
06-09-2025,Maharashtra,Thane,400703,1.0,0.0,0.0,2.0,24.0,15.0,11.0
06-09-2025,Maharashtra,Thane,400703,1.0,0.0,0.0,2.0,24.0,15.0,11.0
06-10-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,27.0,41.0
06-11-2025,Maharashtra,Thane,400703,1.0,1.0,0.0,3.0,26.0,0.0,0.0
06-12-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,5.0,19.0,0.0,0.0
07-06-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,9.0,7.0
07-06-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,9.0,7.0
07-07-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,15.0,27.0
07-07-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,15.0,27.0
07-08-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,9.0,20.0
07-09-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,1.0,12.0,0.0,0.0
07-10-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,28.0,31.0
07-11-2025,Maharashtra,Thane,400703,3.0,0.0,0.0,3.0,36.0,56.0,24.0
07-12-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,1.0,10.0,2.0,0.0
07-12-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,1.0,10.0,2.0,0.0
08-06-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,1.0,10.0
08-06-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,1.0,10.0
08-07-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,5.0,23.0
08-07-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,5.0,23.0
08-09-2025,Maharashtra,Thane,400703,4.0,1.0,0.0,5.0,33.0,16.0,23.0
08-11-2025,Maharashtra,Thane,400703,2.0,1.0,0.0,2.0,27.0,69.0,21.0
08-12-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,4.0,40.0,12.0,25.0
08-12-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,4.0,40.0,12.0,25.0
09-06-2025,Maharashtra,Thane,400703,3.0,3.0,0.0,0.0,0.0,11.0,21.0
09-06-2025,Maharashtra,Thane,400703,3.0,3.0,0.0,0.0,0.0,11.0,21.0
09-07-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,13.0,20.0
09-07-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,13.0,20.0
09-09-2025,Maharashtra,Thane,400703,4.0,0.0,0.0,5.0,24.0,31.0,38.0
09-11-2025,Maharashtra,Thane,400703,2.0,3.0,0.0,5.0,15.0,12.0,8.0
09-12-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,2.0,40.0,28.0,40.0
09-12-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,2.0,40.0,28.0,40.0
10-06-2025,Maharashtra,Thane,400703,3.0,7.0,0.0,0.0,0.0,19.0,31.0
10-06-2025,Maharashtra,Thane,400703,3.0,7.0,0.0,0.0,0.0,19.0,31.0
10-07-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,10.0,28.0
10-07-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,10.0,28.0
10-09-2025,Maharashtra,Thane,400703,2.0,1.0,0.0,7.0,34.0,0.0,0.0
10-11-2025,Maharashtra,Thane,400703,6.0,1.0,0.0,1.0,33.0,0.0,0.0
10-12-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,5.0,38.0,26.0,25.0
10-12-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,5.0,38.0,26.0,25.0
11-06-2025,Maharashtra,Thane,400703,2.0,6.0,0.0,0.0,0.0,10.0,17.0
11-07-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,8.0,20.0
11-08-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,12.0,25.0
11-09-2025,Maharashtra,Thane,400703,3.0,1.0,0.0,3.0,31.0,42.0,41.0
11-10-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,22.0,16.0
11-11-2025,Maharashtra,Thane,400703,4.0,0.0,0.0,0.0,35.0,40.0,24.0
11-12-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,5.0,46.0,13.0,33.0
11-12-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,5.0,46.0,13.0,33.0
12-06-2025,Maharashtra,Thane,400703,3.0,3.0,0.0,0.0,0.0,7.0,22.0
12-07-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,18.0,11.0
12-07-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,18.0,11.0
12-08-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,18.0,23.0
12-09-2025,Maharashtra,Thane,400703,0.0,2.0,0.0,2.0,24.0,54.0,37.0
12-09-2025,Maharashtra,Thane,400703,0.0,2.0,0.0,2.0,24.0,54.0,37.0
12-10-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,11.0,5.0
12-11-2025,Maharashtra,Thane,400703,2.0,0.0,0.0,4.0,39.0,29.0,34.0
12-12-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,3.0,39.0,20.0,22.0
12-12-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,3.0,39.0,20.0,22.0
13-06-2025,Maharashtra,Thane,400703,2.0,2.0,0.0,0.0,0.0,14.0,24.0
13-06-2025,Maharashtra,Thane,400703,2.0,2.0,0.0,0.0,0.0,14.0,24.0
13-09-2025,Maharashtra,Thane,400703,2.0,0.0,0.0,5.0,24.0,99.0,32.0
13-10-2025,Maharashtra,Thane,400703,9.0,1.0,0.0,0.0,5.0,10.0,16.0
13-11-2025,Maharashtra,Thane,400703,1.0,1.0,0.0,0.0,47.0,26.0,24.0
13-12-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,8.0,30.0,25.0,15.0
13-12-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,8.0,30.0,25.0,15.0
14-06-2025,Maharashtra,Thane,400703,0.0,2.0,0.0,0.0,0.0,19.0,27.0
14-08-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,17.0,15.0
14-08-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,17.0,15.0
14-09-2025,Maharashtra,Thane,400703,3.0,0.0,0.0,2.0,5.0,58.0,8.0
14-09-2025,Maharashtra,Thane,400703,3.0,0.0,0.0,2.0,5.0,58.0,8.0
14-10-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,25.0,43.0
14-11-2025,Maharashtra,Thane,400703,4.0,1.0,0.0,1.0,34.0,26.0,48.0
14-11-2025,Maharashtra,Thane,400703,4.0,1.0,0.0,1.0,34.0,26.0,48.0
14-12-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,2.0,18.0,11.0,9.0
15-06-2025,Maharashtra,Thane,400703,4.0,1.0,0.0,0.0,0.0,6.0,7.0
15-08-2025,Maharashtra,Thane,400703,0.0,0.0,0.0,0.0,0.0,3.0,5.0
15-09-2025,Maharashtra,Thane,400703,5.0,0.0,0.0,5.0,24.0,0.0,0.0
15-10-2025,Maharashtra,Thane,400703,5.0,0.0,0.0,4.0,33.0,0.0,0.0
