date,state,district,pincode,bio_age_5_17,bio_age_17_
03-08-2025,Maharashtra,Thane,401101,0,9
03-08-2025,Maharashtra,Thane,401105,0,10
03-08-2025,Maharashtra,Thane,401105,0,10
03-08-2025,Maharashtra,Thane,401206,0,1
03-08-2025,Maharashtra,Thane,401206,0,1
03-08-2025,Maharashtra,Thane,401208,0,1
03-08-2025,Maharashtra,Thane,401209,0,1
03-08-2025,Maharashtra,Thane,401301,0,1
03-08-2025,Maharashtra,Thane,401404,0,1
03-08-2025,Maharashtra,Thane,401501,0,1
03-08-2025,Maharashtra,Thane,421001,0,6
03-08-2025,Maharashtra,Thane,421001,0,6
03-08-2025,Maharashtra,Thane,421002,0,2
03-08-2025,Maharashtra,Thane,421005,0,1
03-08-2025,Maharashtra,Thane,421101,0,1
03-08-2025,Maharashtra,Thane,421102,0,11
03-08-2025,Maharashtra,Thane,421102,0,11
03-08-2025,Maharashtra,Thane,421103,2,5
03-08-2025,Maharashtra,Thane,421201,0,29
03-08-2025,Maharashtra,Thane,421202,2,9
03-08-2025,Maharashtra,Thane,421202,2,9
03-08-2025,Maharashtra,Thane,421203,0,5
03-08-2025,Maharashtra,Thane,421203,0,5
03-08-2025,Maharashtra,Thane,421204,2,23
03-08-2025,Maharashtra,Thane,421301,3,0
03-08-2025,Maharashtra,Thane,421301,3,0
03-08-2025,Maharashtra,Thane,421302,1,1
03-08-2025,Maharashtra,Thane,421305,0,6
03-08-2025,Maharashtra,Thane,421305,0,6
03-08-2025,Maharashtra,Thane,421306,2,17
03-08-2025,Maharashtra,Thane,421308,0,2
03-08-2025,Maharashtra,Thane,421308,0,2
03-08-2025,Maharashtra,Thane,421311,0,8
03-08-2025,Maharashtra,Thane,421505,0,2
03-08-2025,Maharashtra,Thane,421505,0,2
03-08-2025,Maharashtra,Thane,421601,0,1
03-08-2025,Maharashtra,Thane,421605,1,7
04-08-2025,Maharashtra,Thane,400603,5,9
04-08-2025,Maharashtra,Thane,400604,19,55
04-08-2025,Maharashtra,Thane,400605,17,50
04-08-2025,Maharashtra,Thane,400605,17,50
04-08-2025,Maharashtra,Thane,400606,26,52
04-08-2025,Maharashtra,Thane,400606,26,52
04-08-2025,Maharashtra,Thane,400607,9,22
04-08-2025,Maharashtra,Thane,400608,5,10
04-08-2025,Maharashtra,Thane,400610,1,22
04-08-2025,Maharashtra,Thane,400612,126,197
04-08-2025,Maharashtra,Thane,400614,2,4
04-08-2025,Maharashtra,Thane,400615,14,29
04-08-2025,Maharashtra,Thane,400615,14,29
04-08-2025,Maharashtra,Thane,400701,19,45
04-08-2025,Maharashtra,Thane,400703,15,13
04-08-2025,Maharashtra,Thane,400703,15,13
04-08-2025,Maharashtra,Thane,400705,10,20
04-08-2025,Maharashtra,Thane,400705,10,20
04-08-2025,Maharashtra,Thane,400706,20,27
04-08-2025,Maharashtra,Thane,400708,22,38
04-08-2025,Maharashtra,Thane,400709,7,35
04-08-2025,Maharashtra,Thane,400710,0,3
04-08-2025,Maharashtra,Thane,401101,5,29
04-08-2025,Maharashtra,Thane,401102,0,1
04-08-2025,Maharashtra,Thane,401102,0,1
04-08-2025,Maharashtra,Thane,401103,1,9
04-08-2025,Maharashtra,Thane,401104,1,2
04-08-2025,Maharashtra,Thane,401105,10,34
04-08-2025,Maharashtra,Thane,401106,2,9
04-08-2025,Maharashtra,Thane,401107,30,92
04-08-2025,Maharashtra,Thane,401201,0,28
04-08-2025,Maharashtra,Thane,401202,0,4
04-08-2025,Maharashtra,Thane,401204,4,4
04-08-2025,Maharashtra,Thane,401206,1,0
04-08-2025,Maharashtra,Thane,401206,1,0
04-08-2025,Maharashtra,Thane,401207,1,6
04-08-2025,Maharashtra,Thane,401208,0,21
04-08-2025,Maharashtra,Thane,401209,1,23
04-08-2025,Maharashtra,Thane,401301,0,8
04-08-2025,Maharashtra,Thane,401302,0,1
04-08-2025,Maharashtra,Thane,401303,2,18
04-08-2025,Maharashtra,Thane,401303,2,18
04-08-2025,Maharashtra,Thane,401304,0,1
04-08-2025,Maharashtra,Thane,401305,2,30
04-08-2025,Maharashtra,Thane,401305,2,30
04-08-2025,Maharashtra,Thane,401402,0,1
04-08-2025,Maharashtra,Thane,401403,0,5
04-08-2025,Maharashtra,Thane,401404,1,20
04-08-2025,Maharashtra,Thane,401405,0,1
04-08-2025,Maharashtra,Thane,401502,0,2
04-08-2025,Maharashtra,Thane,401503,0,3
04-08-2025,Maharashtra,Thane,401503,0,3
04-08-2025,Maharashtra,Thane,401504,0,3
04-08-2025,Maharashtra,Thane,401504,0,3
04-08-2025,Maharashtra,Thane,401601,0,2
04-08-2025,Maharashtra,Thane,401602,2,52
04-08-2025,Maharashtra,Thane,401603,0,19
04-08-2025,Maharashtra,Thane,401610,0,5
04-08-2025,Maharashtra,Thane,401701,0,1
04-08-2025,Maharashtra,Thane,401703,2,2
04-08-2025,Maharashtra,Thane,421001,1,21
04-08-2025,Maharashtra,Thane,421001,1,21
04-08-2025,Maharashtra,Thane,421002,17,47
04-08-2025,Maharashtra,Thane,421002,17,47
04-08-2025,Maharashtra,Thane,421003,1,4
04-08-2025,Maharashtra,Thane,421004,15,28
04-08-2025,Maharashtra,Thane,421005,7,21
04-08-2025,Maharashtra,Thane,421005,7,21
04-08-2025,Maharashtra,Thane,421102,8,17
04-08-2025,Maharashtra,Thane,421102,8,17
04-08-2025,Maharashtra,Thane,421201,25,135
04-08-2025,Maharashtra,Thane,421201,25,135
04-08-2025,Maharashtra,Thane,421202,25,58
04-08-2025,Maharashtra,Thane,421202,25,58
04-08-2025,Maharashtra,Thane,421203,11,23
04-08-2025,Maharashtra,Thane,421204,15,36
04-08-2025,Maharashtra,Thane,421204,15,36
04-08-2025,Maharashtra,Thane,421306,28,68
04-08-2025,Maharashtra,Thane,421308,10,26
04-08-2025,Maharashtra,Thane,421311,4,5
04-08-2025,Maharashtra,Thane,421311,4,5
04-08-2025,Maharashtra,Thane,421312,0,14
04-08-2025,Maharashtra,Thane,421401,19,34
04-08-2025,Maharashtra,Thane,421401,19,34
04-08-2025,Maharashtra,Thane,421403,6,6
04-08-2025,Maharashtra,Thane,421501,10,31
04-08-2025,Maharashtra,Thane,421502,0,1
04-08-2025,Maharashtra,Thane,421502,0,1
04-08-2025,Maharashtra,Thane,421503,25,67
04-08-2025,Maharashtra,Thane,421505,1,11
04-08-2025,Maharashtra,Thane,421506,1,2
04-08-2025,Maharashtra,Thane,421601,39,52
04-08-2025,Maharashtra,Thane,421602,11,11
04-08-2025,Maharashtra,Thane,421603,2,3
04-08-2025,Maharashtra,Thane,421604,0,2
05-08-2025,Maharashtra,Thane,400602,6,14
05-08-2025,Maharashtra,Thane,400602,6,14
05-08-2025,Maharashtra,Thane,400604,24,86
05-08-2025,Maharashtra,Thane,400605,18,76
05-08-2025,Maharashtra,Thane,400605,18,76
05-08-2025,Maharashtra,Thane,400606,11,36
05-08-2025,Maharashtra,Thane,400606,11,36
05-08-2025,Maharashtra,Thane,400607,4,30
05-08-2025,Maharashtra,Thane,400608,0,6
05-08-2025,Maharashtra,Thane,400610,8,10
05-08-2025,Maharashtra,Thane,400614,4,4
05-08-2025,Maharashtra,Thane,400614,4,4
05-08-2025,Maharashtra,Thane,400615,5,35
05-08-2025,Maharashtra,Thane,400701,26,32
05-08-2025,Maharashtra,Thane,400701,26,32
05-08-2025,Maharashtra,Thane,400703,18,14
05-08-2025,Maharashtra,Thane,400705,11,17
05-08-2025,Maharashtra,Thane,400705,11,17
05-08-2025,Maharashtra,Thane,400706,22,45
05-08-2025,Maharashtra,Thane,400706,22,45
05-08-2025,Maharashtra,Thane,400709,15,45
05-08-2025,Maharashtra,Thane,400710,1,2
05-08-2025,Maharashtra,Thane,400710,1,2
05-08-2025,Maharashtra,Thane,401107,38,96
05-08-2025,Maharashtra,Thane,401201,2,11
05-08-2025,Maharashtra,Thane,401203,2,13
05-08-2025,Maharashtra,Thane,401203,2,13
05-08-2025,Maharashtra,Thane,401206,0,1
05-08-2025,Maharashtra,Thane,401206,0,1
05-08-2025,Maharashtra,Thane,401207,2,7
05-08-2025,Maharashtra,Thane,401304,0,2
05-08-2025,Maharashtra,Thane,401305,3,30
05-08-2025,Maharashtra,Thane,401305,3,30
05-08-2025,Maharashtra,Thane,401402,0,3
05-08-2025,Maharashtra,Thane,401404,2,17
05-08-2025,Maharashtra,Thane,401405,0,3
05-08-2025,Maharashtra,Thane,401405,0,3
05-08-2025,Maharashtra,Thane,401502,0,1
05-08-2025,Maharashtra,Thane,401503,0,7
05-08-2025,Maharashtra,Thane,401601,0,7
05-08-2025,Maharashtra,Thane,401602,3,65
05-08-2025,Maharashtra,Thane,401604,0,13
05-08-2025,Maharashtra,Thane,401605,0,5
05-08-2025,Maharashtra,Thane,401606,1,37
05-08-2025,Maharashtra,Thane,401606,1,37
05-08-2025,Maharashtra,Thane,401607,0,20
05-08-2025,Maharashtra,Thane,401610,0,5
05-08-2025,Maharashtra,Thane,401703,0,1
05-08-2025,Maharashtra,Thane,421001,3,29
05-08-2025,Maharashtra,Thane,421002,9,33
05-08-2025,Maharashtra,Thane,421004,13,30
05-08-2025,Maharashtra,Thane,421005,1,16
05-08-2025,Maharashtra,Thane,421101,6,8
05-08-2025,Maharashtra,Thane,421201,38,112
05-08-2025,Maharashtra,Thane,421202,22,43
05-08-2025,Maharashtra,Thane,421203,7,19
05-08-2025,Maharashtra,Thane,421302,84,193
05-08-2025,Maharashtra,Thane,421302,84,193
05-08-2025,Maharashtra,Thane,421305,12,33
05-08-2025,Maharashtra,Thane,421306,28,73
05-08-2025,Maharashtra,Thane,421306,28,73
05-08-2025,Maharashtra,Thane,421311,4,4
05-08-2025,Maharashtra,Thane,421312,1,14
05-08-2025,Maharashtra,Thane,421312,1,14
05-08-2025,Maharashtra,Thane,421401,15,23
05-08-2025,Maharashtra,Thane,421401,15,23
05-08-2025,Maharashtra,Thane,421501,9,43
05-08-2025,Maharashtra,Thane,421503,24,82
05-08-2025,Maharashtra,Thane,421506,0,2
05-08-2025,Maharashtra,Thane,421602,12,31
05-08-2025,Maharashtra,Thane,421603,4,1
06-08-2025,Maharashtra,Thane,400601,16,49
06-08-2025,Maharashtra,Thane,400602,4,23
06-08-2025,Maharashtra,Thane,400603,2,11
06-08-2025,Maharashtra,Thane,400604,27,72
06-08-2025,Maharashtra,Thane,400605,15,39
06-08-2025,Maharashtra,Thane,400605,15,39
06-08-2025,Maharashtra,Thane,400606,14,46
06-08-2025,Maharashtra,Thane,400607,7,28
06-08-2025,Maharashtra,Thane,400607,7,28
06-08-2025,Maharashtra,Thane,400608,0,4
06-08-2025,Maharashtra,Thane,400610,7,8
06-08-2025,Maharashtra,Thane,400612,55,134
06-08-2025,Maharashtra,Thane,400614,0,2
06-08-2025,Maharashtra,Thane,400615,6,25
06-08-2025,Maharashtra,Thane,400615,6,25
06-08-2025,Maharashtra,Thane,400701,17,42
06-08-2025,Maharashtra,Thane,400703,7,23
06-08-2025,Maharashtra,Thane,400708,19,34
06-08-2025,Maharashtra,Thane,400708,19,34
06-08-2025,Maharashtra,Thane,400709,29,28
06-08-2025,Maharashtra,Thane,401101,13,33
06-08-2025,Maharashtra,Thane,401102,0,4
06-08-2025,Maharashtra,Thane,401103,0,6
06-08-2025,Maharashtra,Thane,401104,0,1
06-08-2025,Maharashtra,Thane,401104,0,1
06-08-2025,Maharashtra,Thane,401105,23,51
06-08-2025,Maharashtra,Thane,401106,3,12
06-08-2025,Maharashtra,Thane,401107,32,83
06-08-2025,Maharashtra,Thane,401107,32,83
06-08-2025,Maharashtra,Thane,401203,4,8
06-08-2025,Maharashtra,Thane,401204,1,7
06-08-2025,Maharashtra,Thane,401204,1,7
06-08-2025,Maharashtra,Thane,401206,0,2
06-08-2025,Maharashtra,Thane,401207,1,3
06-08-2025,Maharashtra,Thane,401208,0,19
06-08-2025,Maharashtra,Thane,401209,3,35
06-08-2025,Maharashtra,Thane,401301,0,3
06-08-2025,Maharashtra,Thane,401302,0,2
06-08-2025,Maharashtra,Thane,401304,1,6
06-08-2025,Maharashtra,Thane,401305,1,29
06-08-2025,Maharashtra,Thane,401402,0,1
06-08-2025,Maharashtra,Thane,401402,0,1
06-08-2025,Maharashtra,Thane,401403,0,18
06-08-2025,Maharashtra,Thane,401404,1,24
06-08-2025,Maharashtra,Thane,401405,0,3
06-08-2025,Maharashtra,Thane,401405,0,3
06-08-2025,Maharashtra,Thane,401501,1,18
06-08-2025,Maharashtra,Thane,401502,0,1
06-08-2025,Maharashtra,Thane,401503,0,3
06-08-2025,Maharashtra,Thane,401503,0,3
06-08-2025,Maharashtra,Thane,401504,0,3
06-08-2025,Maharashtra,Thane,401506,0,1
06-08-2025,Maharashtra,Thane,401601,0,8
06-08-2025,Maharashtra,Thane,401605,0,7
06-08-2025,Maharashtra,Thane,401606,2,39
06-08-2025,Maharashtra,Thane,401606,2,39
06-08-2025,Maharashtra,Thane,401607,0,23
06-08-2025,Maharashtra,Thane,401701,0,3
06-08-2025,Maharashtra,Thane,401701,0,3
06-08-2025,Maharashtra,Thane,421001,3,8
06-08-2025,Maharashtra,Thane,421001,3,8
06-08-2025,Maharashtra,Thane,421002,11,33
06-08-2025,Maharashtra,Thane,421003,0,2
06-08-2025,Maharashtra,Thane,421005,4,14
06-08-2025,Maharashtra,Thane,421101,3,8
06-08-2025,Maharashtra,Thane,421102,5,15
06-08-2025,Maharashtra,Thane,421102,5,15
06-08-2025,Maharashtra,Thane,421103,1,1
06-08-2025,Maharashtra,Thane,421203,3,12
06-08-2025,Maharashtra,Thane,421204,9,38
06-08-2025,Maharashtra,Thane,421204,9,38
06-08-2025,Maharashtra,Thane,421301,38,132
06-08-2025,Maharashtra,Thane,421302,67,211
06-08-2025,Maharashtra,Thane,421303,1,10
06-08-2025,Maharashtra,Thane,421305,12,21
06-08-2025,Maharashtra,Thane,421306,10,74
06-08-2025,Maharashtra,Thane,421401,6,17
06-08-2025,Maharashtra,Thane,421402,2,19
06-08-2025,Maharashtra,Thane,421403,2,13
06-08-2025,Maharashtra,Thane,421501,18,45
06-08-2025,Maharashtra,Thane,421502,1,2
06-08-2025,Maharashtra,Thane,421505,6,7
06-08-2025,Maharashtra,Thane,421601,23,43
06-08-2025,Maharashtra,Thane,421602,17,28
06-08-2025,Maharashtra,Thane,421603,1,2
06-08-2025,Maharashtra,Thane,421604,0,4
06-08-2025,Maharashtra,Thane,421605,13,27
07-08-2025,Maharashtra,Thane,400601,10,40
07-08-2025,Maharashtra,Thane,400602,6,13
07-08-2025,Maharashtra,Thane,400602,6,13
07-08-2025,Maharashtra,Thane,400604,19,61
07-08-2025,Maharashtra,Thane,400606,16,37
07-08-2025,Maharashtra,Thane,400607,12,26
07-08-2025,Maharashtra,Thane,400608,2,4
07-08-2025,Maharashtra,Thane,400610,6,16
07-08-2025,Maharashtra,Thane,400612,64,179
07-08-2025,Maharashtra,Thane,400614,4,6
07-08-2025,Maharashtra,Thane,400614,4,6
07-08-2025,Maharashtra,Thane,400615,7,33
07-08-2025,Maharashtra,Thane,400615,7,33
07-08-2025,Maharashtra,Thane,400701,17,21
07-08-2025,Maharashtra,Thane,400701,17,21
07-08-2025,Maharashtra,Thane,400703,9,20
07-08-2025,Maharashtra,Thane,400705,6,16
07-08-2025,Maharashtra,Thane,400706,21,31
07-08-2025,Maharashtra,Thane,400708,14,44
07-08-2025,Maharashtra,Thane,400708,14,44
07-08-2025,Maharashtra,Thane,400710,0,3
07-08-2025,Maharashtra,Thane,401101,13,16
07-08-2025,Maharashtra,Thane,401103,0,8
07-08-2025,Maharashtra,Thane,401104,0,4
07-08-2025,Maharashtra,Thane,401105,18,37
07-08-2025,Maharashtra,Thane,401106,1,13
07-08-2025,Maharashtra,Thane,401201,0,10
07-08-2025,Maharashtra,Thane,401202,0,13
07-08-2025,Maharashtra,Thane,401204,1,5
07-08-2025,Maharashtra,Thane,401206,2,2
07-08-2025,Maharashtra,Thane,401206,2,2
07-08-2025,Maharashtra,Thane,401209,1,25
07-08-2025,Maharashtra,Thane,401302,0,1
07-08-2025,Maharashtra,Thane,401303,1,23
07-08-2025,Maharashtra,Thane,401305,2,33
07-08-2025,Maharashtra,Thane,401404,0,15
07-08-2025,Maharashtra,Thane,401405,0,1
07-08-2025,Maharashtra,Thane,401501,1,20
07-08-2025,Maharashtra,Thane,401503,0,5
07-08-2025,Maharashtra,Thane,401503,0,5
07-08-2025,Maharashtra,Thane,401504,0,3
07-08-2025,Maharashtra,Thane,401504,0,3
07-08-2025,Maharashtra,Thane,401601,1,2
07-08-2025,Maharashtra,Thane,401603,0,23
07-08-2025,Maharashtra,Thane,401605,0,11
07-08-2025,Maharashtra,Thane,401607,1,23
07-08-2025,Maharashtra,Thane,401607,1,23
07-08-2025,Maharashtra,Thane,401701,0,4
07-08-2025,Maharashtra,Thane,401701,0,4
07-08-2025,Maharashtra,Thane,401702,0,3
07-08-2025,Maharashtra,Thane,401703,1,1
07-08-2025,Maharashtra,Thane,421001,7,14
07-08-2025,Maharashtra,Thane,421003,0,2
07-08-2025,Maharashtra,Thane,421004,9,18
07-08-2025,Maharashtra,Thane,421005,5,17
07-08-2025,Maharashtra,Thane,421005,5,17
07-08-2025,Maharashtra,Thane,421101,5,9
07-08-2025,Maharashtra,Thane,421102,16,23
07-08-2025,Maharashtra,Thane,421201,19,51
07-08-2025,Maharashtra,Thane,421202,15,54
07-08-2025,Maharashtra,Thane,421203,0,16
07-08-2025,Maharashtra,Thane,421301,51,112
07-08-2025,Maharashtra,Thane,421301,51,112
07-08-2025,Maharashtra,Thane,421302,92,207
07-08-2025,Maharashtra,Thane,421302,92,207
07-08-2025,Maharashtra,Thane,421303,0,14
07-08-2025,Maharashtra,Thane,421305,26,36
07-08-2025,Maharashtra,Thane,421308,10,29
07-08-2025,Maharashtra,Thane,421311,1,7
07-08-2025,Maharashtra,Thane,421401,7,20
07-08-2025,Maharashtra,Thane,421402,9,16
07-08-2025,Maharashtra,Thane,421501,14,32
07-08-2025,Maharashtra,Thane,421501,14,32
07-08-2025,Maharashtra,Thane,421503,25,72
07-08-2025,Maharashtra,Thane,421503,25,72
07-08-2025,Maharashtra,Thane,421505,13,18
07-08-2025,Maharashtra,Thane,421505,13,18
07-08-2025,Maharashtra,Thane,421506,0,1
07-08-2025,Maharashtra,Thane,421602,8,14
07-08-2025,Maharashtra,Thane,421603,0,2
07-08-2025,Maharashtra,Thane,421605,5,22
07-08-2025,Maharashtra,Thane,421605,5,22
08-08-2025,Maharashtra,Thane,400602,6,6
08-08-2025,Maharashtra,Thane,400603,6,13
08-08-2025,Maharashtra,Thane,400604,42,36
08-08-2025,Maharashtra,Thane,400604,42,36
08-08-2025,Maharashtra,Thane,400605,44,66
08-08-2025,Maharashtra,Thane,400607,16,25
08-08-2025,Maharashtra,Thane,400610,7,7
08-08-2025,Maharashtra,Thane,400612,95,172
08-08-2025,Maharashtra,Thane,400612,95,172
08-08-2025,Maharashtra,Thane,400614,6,6
08-08-2025,Maharashtra,Thane,400701,20,32
08-08-2025,Maharashtra,Thane,400705,11,22
08-08-2025,Maharashtra,Thane,400705,11,22
08-08-2025,Maharashtra,Thane,400706,30,28
08-08-2025,Maharashtra,Thane,400706,30,28
08-08-2025,Maharashtra,Thane,401101,19,29
08-08-2025,Maharashtra,Thane,401102,0,5
08-08-2025,Maharashtra,Thane,401106,2,6
08-08-2025,Maharashtra,Thane,401106,2,6
08-08-2025,Maharashtra,Thane,401107,52,72
08-08-2025,Maharashtra,Thane,401107,52,72
08-08-2025,Maharashtra,Thane,401203,4,9
08-08-2025,Maharashtra,Thane,401204,2,4
08-08-2025,Maharashtra,Thane,401204,2,4
08-08-2025,Maharashtra,Thane,401302,0,9
08-08-2025,Maharashtra,Thane,401303,1,16
08-08-2025,Maharashtra,Thane,401304,2,4
08-08-2025,Maharashtra,Thane,401402,2,1
08-08-2025,Maharashtra,Thane,401403,0,7
08-08-2025,Maharashtra,Thane,401403,0,7
08-08-2025,Maharashtra,Thane,401404,1,23
08-08-2025,Maharashtra,Thane,401405,0,2
08-08-2025,Maharashtra,Thane,401504,1,1
08-08-2025,Maharashtra,Thane,401504,1,1
08-08-2025,Maharashtra,Thane,401506,0,2
08-08-2025,Maharashtra,Thane,401601,0,5
08-08-2025,Maharashtra,Thane,401602,2,37
08-08-2025,Maharashtra,Thane,401604,0,7
08-08-2025,Maharashtra,Thane,401605,0,6
08-08-2025,Maharashtra,Thane,401606,1,17
08-08-2025,Maharashtra,Thane,401607,0,8
08-08-2025,Maharashtra,Thane,401610,0,5
08-08-2025,Maharashtra,Thane,401610,0,5
08-08-2025,Maharashtra,Thane,401701,0,1
08-08-2025,Maharashtra,Thane,401702,0,1
08-08-2025,Maharashtra,Thane,401703,0,3
08-08-2025,Maharashtra,Thane,401703,0,3
08-08-2025,Maharashtra,Thane,421001,4,17
08-08-2025,Maharashtra,Thane,421003,2,3
08-08-2025,Maharashtra,Thane,421004,11,25
08-08-2025,Maharashtra,Thane,421005,11,27
08-08-2025,Maharashtra,Thane,421102,4,4
08-08-2025,Maharashtra,Thane,421103,3,2
08-08-2025,Maharashtra,Thane,421203,11,29
08-08-2025,Maharashtra,Thane,421204,10,19
08-08-2025,Maharashtra,Thane,421301,43,62
08-08-2025,Maharashtra,Thane,421302,101,193
08-08-2025,Maharashtra,Thane,421304,0,1
08-08-2025,Maharashtra,Thane,421306,11,30
08-08-2025,Maharashtra,Thane,421308,12,20
08-08-2025,Maharashtra,Thane,421308,12,20
08-08-2025,Maharashtra,Thane,421402,0,22
08-08-2025,Maharashtra,Thane,421403,3,5
08-08-2025,Maharashtra,Thane,421501,4,17
08-08-2025,Maharashtra,Thane,421502,0,2
08-08-2025,Maharashtra,Thane,421506,0,1
08-08-2025,Maharashtra,Thane,421506,0,1
08-08-2025,Maharashtra,Thane,421602,10,8
08-08-2025,Maharashtra,Thane,421603,3,0
08-08-2025,Maharashtra,Thane,421604,0,1
08-08-2025,Maharashtra,Thane,421604,0,1
09-08-2025,Maharashtra,Thane,400604,2,1
09-08-2025,Maharashtra,Thane,400606,0,4
09-08-2025,Maharashtra,Thane,400608,0,2
09-08-2025,Maharashtra,Thane,400608,0,2
09-08-2025,Maharashtra,Thane,400610,0,1
09-08-2025,Maharashtra,Thane,400612,23,66
09-08-2025,Maharashtra,Thane,400705,4,2
09-08-2025,Maharashtra,Thane,400709,8,6
09-08-2025,Maharashtra,Thane,400710,0,1
09-08-2025,Maharashtra,Thane,401101,0,2
09-08-2025,Maharashtra,Thane,401103,0,2
09-08-2025,Maharashtra,Thane,401103,0,2
09-08-2025,Maharashtra,Thane,401106,2,17
09-08-2025,Maharashtra,Thane,401201,0,1
09-08-2025,Maharashtra,Thane,401202,0,1
09-08-2025,Maharashtra,Thane,401202,0,1
09-08-2025,Maharashtra,Thane,401203,0,8
09-08-2025,Maharashtra,Thane,401203,0,8
09-08-2025,Maharashtra,Thane,401204,0,2
09-08-2025,Maharashtra,Thane,401206,0,1
09-08-2025,Maharashtra,Thane,401206,0,1
09-08-2025,Maharashtra,Thane,401208,0,1
09-08-2025,Maharashtra,Thane,401301,1,2
09-08-2025,Maharashtra,Thane,401302,0,1
09-08-2025,Maharashtra,Thane,401305,1,3
09-08-2025,Maharashtra,Thane,401403,0,1
09-08-2025,Maharashtra,Thane,401404,0,2
09-08-2025,Maharashtra,Thane,401504,0,1
09-08-2025,Maharashtra,Thane,401601,0,1
09-08-2025,Maharashtra,Thane,401601,0,1
09-08-2025,Maharashtra,Thane,401603,0,1
09-08-2025,Maharashtra,Thane,401703,0,1
09-08-2025,Maharashtra,Thane,421001,0,2
09-08-2025,Maharashtra,Thane,421002,1,3
09-08-2025,Maharashtra,Thane,421004,1,6
09-08-2025,Maharashtra,Thane,421101,2,7
09-08-2025,Maharashtra,Thane,421102,1,2
09-08-2025,Maharashtra,Thane,421201,6,9
09-08-2025,Maharashtra,Thane,421201,6,9
09-08-2025,Maharashtra,Thane,421202,8,14
09-08-2025,Maharashtra,Thane,421202,8,14
09-08-2025,Maharashtra,Thane,421203,0,1
09-08-2025,Maharashtra,Thane,421204,2,4
09-08-2025,Maharashtra,Thane,421204,2,4
09-08-2025,Maharashtra,Thane,421301,12,17
09-08-2025,Maharashtra,Thane,421301,12,17
09-08-2025,Maharashtra,Thane,421308,2,5
09-08-2025,Maharashtra,Thane,421308,2,5
09-08-2025,Maharashtra,Thane,421401,0,2
09-08-2025,Maharashtra,Thane,421401,0,2
09-08-2025,Maharashtra,Thane,421402,2,4
09-08-2025,Maharashtra,Thane,421501,3,4
09-08-2025,Maharashtra,Thane,421502,0,1
09-08-2025,Maharashtra,Thane,421502,0,1
09-08-2025,Maharashtra,Thane,421602,0,2
09-08-2025,Maharashtra,Thane,421603,0,1
09-08-2025,Maharashtra,Thane,421603,0,1
09-08-2025,Maharashtra,Thane,421604,0,1
09-08-2025,Maharashtra,Thane,421605,0,3
10-08-2025,Maharashtra,Thane,400601,14,16
10-08-2025,Maharashtra,Thane,400603,2,0
10-08-2025,Maharashtra,Thane,400604,4,10
10-08-2025,Maharashtra,Thane,400608,2,2
10-08-2025,Maharashtra,Thane,400614,1,0
10-08-2025,Maharashtra,Thane,400614,1,0
10-08-2025,Maharashtra,Thane,400615,4,5
10-08-2025,Maharashtra,Thane,400708,2,2
10-08-2025,Maharashtra,Thane,400708,2,2
10-08-2025,Maharashtra,Thane,401105,0,3
10-08-2025,Maharashtra,Thane,401105,0,3
10-08-2025,Maharashtra,Thane,401202,0,3
10-08-2025,Maharashtra,Thane,401204,2,2
10-08-2025,Maharashtra,Thane,401302,0,1
10-08-2025,Maharashtra,Thane,401403,0,1
10-08-2025,Maharashtra,Thane,401602,0,1
10-08-2025,Maharashtra,Thane,401605,0,1
10-08-2025,Maharashtra,Thane,401606,0,2
10-08-2025,Maharashtra,Thane,401606,0,2
10-08-2025,Maharashtra,Thane,421001,1,2
10-08-2025,Maharashtra,Thane,421001,1,2
10-08-2025,Maharashtra,Thane,421002,3,5
10-08-2025,Maharashtra,Thane,421005,1,2
10-08-2025,Maharashtra,Thane,421102,2,2
10-08-2025,Maharashtra,Thane,421102,2,2
10-08-2025,Maharashtra,Thane,421201,6,12
10-08-2025,Maharashtra,Thane,421202,3,14
10-08-2025,Maharashtra,Thane,421202,3,14
10-08-2025,Maharashtra,Thane,421204,11,14
10-08-2025,Maharashtra,Thane,421303,0,2
10-08-2025,Maharashtra,Thane,421305,0,7
10-08-2025,Maharashtra,Thane,421306,13,23
10-08-2025,Maharashtra,Thane,421306,13,23
10-08-2025,Maharashtra,Thane,421308,1,0
10-08-2025,Maharashtra,Thane,421311,0,1
10-08-2025,Maharashtra,Thane,421311,0,1
10-08-2025,Maharashtra,Thane,421402,1,1
10-08-2025,Maharashtra,Thane,421403,0,1
10-08-2025,Maharashtra,Thane,421501,5,4
10-08-2025,Maharashtra,Thane,421503,2,9
10-08-2025,Maharashtra,Thane,421503,2,9
10-08-2025,Maharashtra,Thane,421505,1,0
10-08-2025,Maharashtra,Thane,421506,0,1
10-08-2025,Maharashtra,Thane,421601,0,4
10-08-2025,Maharashtra,Thane,421601,0,4
10-08-2025,Maharashtra,Thane,421602,2,2
10-08-2025,Maharashtra,Thane,421602,2,2
11-08-2025,Maharashtra,Thane,400601,16,47
11-08-2025,Maharashtra,Thane,400602,5,10
11-08-2025,Maharashtra,Thane,400602,5,10
11-08-2025,Maharashtra,Thane,400603,4,12
11-08-2025,Maharashtra,Thane,400605,22,57
11-08-2025,Maharashtra,Thane,400605,22,57
11-08-2025,Maharashtra,Thane,400606,5,36
11-08-2025,Maharashtra,Thane,400606,5,36
11-08-2025,Maharashtra,Thane,400607,11,16
