date,state,district,pincode,demo_age_5_17,demo_age_17_
10-09-2025,Maharashtra,Thane,400610,0,21
10-09-2025,Maharashtra,Thane,400706,4,45
10-09-2025,Maharashtra,Thane,401203,0,6
10-09-2025,Maharashtra,Thane,401204,0,8
10-09-2025,Maharashtra,Thane,401301,0,2
10-09-2025,Maharashtra,Thane,401403,0,13
10-09-2025,Maharashtra,Thane,401503,0,6
10-09-2025,Maharashtra,Thane,401701,0,1
10-09-2025,Maharashtra,Thane,401702,0,1
10-09-2025,Maharashtra,Thane,421202,2,38
10-09-2025,Maharashtra,Thane,421501,4,49
10-09-2025,Maharashtra,Thane,421602,0,10
11-09-2025,Maharashtra,Thane,400604,3,36
11-09-2025,Maharashtra,Thane,400612,26,165
11-09-2025,Maharashtra,Thane,401204,0,6
11-09-2025,Maharashtra,Thane,401207,0,2
11-09-2025,Maharashtra,Thane,401209,1,23
11-09-2025,Maharashtra,Thane,401402,0,1
11-09-2025,Maharashtra,Thane,401403,0,8
11-09-2025,Maharashtra,Thane,401405,0,4
11-09-2025,Maharashtra,Thane,401503,0,3
11-09-2025,Maharashtra,Thane,401604,0,17
11-09-2025,Maharashtra,Thane,401702,0,1
11-09-2025,Maharashtra,Thane,421005,2,4
11-09-2025,Maharashtra,Thane,421101,0,13
11-09-2025,Maharashtra,Thane,421102,4,23
11-09-2025,Maharashtra,Thane,421308,3,18
11-09-2025,Maharashtra,Thane,421312,1,6
11-09-2025,Maharashtra,Thane,421403,1,12
11-09-2025,Maharashtra,Thane,421502,0,3
11-09-2025,Maharashtra,Thane,421505,2,10
11-09-2025,Maharashtra,Thane,421506,0,4
11-09-2025,Maharashtra,Thane,421604,0,2
13-09-2025,Maharashtra,Thane,400601,2,27
13-09-2025,Maharashtra,Thane,400614,2,11
13-09-2025,Maharashtra,Thane,400710,0,1
13-09-2025,Maharashtra,Thane,401102,0,4
13-09-2025,Maharashtra,Thane,401106,0,10
13-09-2025,Maharashtra,Thane,401201,0,6
13-09-2025,Maharashtra,Thane,401202,0,9
13-09-2025,Maharashtra,Thane,401209,1,19
13-09-2025,Maharashtra,Thane,401303,0,4
13-09-2025,Maharashtra,Thane,401404,0,5
13-09-2025,Maharashtra,Thane,401503,0,4
13-09-2025,Maharashtra,Thane,401603,0,2
13-09-2025,Maharashtra,Thane,401606,0,7
13-09-2025,Maharashtra,Thane,421102,1,16
13-09-2025,Maharashtra,Thane,421312,0,4
13-09-2025,Maharashtra,Thane,421401,3,25
13-09-2025,Maharashtra,Thane,421402,0,1
13-09-2025,Maharashtra,Thane,421502,1,4
13-09-2025,Maharashtra,Thane,421505,3,8
13-09-2025,Maharashtra,Thane,421605,1,17
12-09-2025,Maharashtra,Thane,400604,3,42
12-09-2025,Maharashtra,Thane,400605,8,40
12-09-2025,Maharashtra,Thane,400606,5,27
12-09-2025,Maharashtra,Thane,400608,0,8
12-09-2025,Maharashtra,Thane,400614,1,10
12-09-2025,Maharashtra,Thane,400705,0,22
12-09-2025,Maharashtra,Thane,400708,4,49
12-09-2025,Maharashtra,Thane,401106,4,13
12-09-2025,Maharashtra,Thane,401208,0,16
12-09-2025,Maharashtra,Thane,401301,0,4
12-09-2025,Maharashtra,Thane,401501,0,24
12-09-2025,Maharashtra,Thane,401504,0,2
12-09-2025,Maharashtra,Thane,421002,2,50
12-09-2025,Maharashtra,Thane,421103,0,6
12-09-2025,Maharashtra,Thane,421501,8,44
12-09-2025,Maharashtra,Thane,421502,0,1
12-09-2025,Maharashtra,Thane,421506,0,4
15-09-2025,Maharashtra,Thane,400602,0,14
15-09-2025,Maharashtra,Thane,400603,1,10
15-09-2025,Maharashtra,Thane,400605,5,51
15-09-2025,Maharashtra,Thane,400608,2,5
15-09-2025,Maharashtra,Thane,400610,1,15
15-09-2025,Maharashtra,Thane,400703,5,24
15-09-2025,Maharashtra,Thane,400708,4,34
15-09-2025,Maharashtra,Thane,401101,2,22
15-09-2025,Maharashtra,Thane,401203,0,6
15-09-2025,Maharashtra,Thane,401206,0,1
15-09-2025,Maharashtra,Thane,401207,0,6
15-09-2025,Maharashtra,Thane,401401,0,3
15-09-2025,Maharashtra,Thane,401402,0,1
15-09-2025,Maharashtra,Thane,401403,0,13
15-09-2025,Maharashtra,Thane,401503,0,3
15-09-2025,Maharashtra,Thane,401602,0,26
15-09-2025,Maharashtra,Thane,401607,0,7
15-09-2025,Maharashtra,Thane,421103,2,6
15-09-2025,Maharashtra,Thane,421305,2,44
15-09-2025,Maharashtra,Thane,421311,0,3
15-09-2025,Maharashtra,Thane,421501,4,49
15-09-2025,Maharashtra,Thane,421605,3,18
14-09-2025,Maharashtra,Thane,400607,5,20
14-09-2025,Maharashtra,Thane,400701,3,11
14-09-2025,Maharashtra,Thane,400710,0,1
14-09-2025,Maharashtra,Thane,401107,7,69
14-09-2025,Maharashtra,Thane,401202,0,1
14-09-2025,Maharashtra,Thane,401203,0,2
14-09-2025,Maharashtra,Thane,401501,0,1
14-09-2025,Maharashtra,Thane,421001,3,4
14-09-2025,Maharashtra,Thane,421002,0,8
14-09-2025,Maharashtra,Thane,421103,1,3
14-09-2025,Maharashtra,Thane,421201,0,34
14-09-2025,Maharashtra,Thane,421308,0,2
14-09-2025,Maharashtra,Thane,421501,2,9
14-09-2025,Maharashtra,Thane,421605,3,8
16-09-2025,Maharashtra,Thane,400605,5,45
16-09-2025,Maharashtra,Thane,400608,0,7
16-09-2025,Maharashtra,Thane,400708,6,36
16-09-2025,Maharashtra,Thane,401101,7,24
16-09-2025,Maharashtra,Thane,401102,0,5
16-09-2025,Maharashtra,Thane,401304,0,1
16-09-2025,Maharashtra,Thane,401405,0,3
16-09-2025,Maharashtra,Thane,401604,0,13
16-09-2025,Maharashtra,Thane,421004,6,28
16-09-2025,Maharashtra,Thane,421301,13,119
16-09-2025,Maharashtra,Thane,421302,22,196
16-09-2025,Maharashtra,Thane,421312,0,7
16-09-2025,Maharashtra,Thane,421402,1,8
17-09-2025,Maharashtra,Thane,401504,0,3
17-09-2025,Maharashtra,Thane,401506,0,1
17-09-2025,Maharashtra,Thane,401606,0,18
17-09-2025,Maharashtra,Thane,421001,0,15
17-09-2025,Maharashtra,Thane,421003,0,3
17-09-2025,Maharashtra,Thane,421005,1,20
17-09-2025,Maharashtra,Thane,421308,1,15
17-09-2025,Maharashtra,Thane,421312,0,7
17-09-2025,Maharashtra,Thane,421402,1,5
17-09-2025,Maharashtra,Thane,421501,6,33
17-09-2025,Maharashtra,Thane,421605,2,30
18-09-2025,Maharashtra,Thane,400604,5,37
18-09-2025,Maharashtra,Thane,400608,0,4
18-09-2025,Maharashtra,Thane,400615,3,12
18-09-2025,Maharashtra,Thane,400701,5,23
18-09-2025,Maharashtra,Thane,400708,5,34
18-09-2025,Maharashtra,Thane,400709,3,23
18-09-2025,Maharashtra,Thane,401202,0,8
18-09-2025,Maharashtra,Thane,401204,0,1
18-09-2025,Maharashtra,Thane,401501,1,18
18-09-2025,Maharashtra,Thane,401601,0,1
18-09-2025,Maharashtra,Thane,401606,0,21
18-09-2025,Maharashtra,Thane,421305,2,30
17-09-2025,Maharashtra,Thane,400608,0,7
17-09-2025,Maharashtra,Thane,400612,32,154
17-09-2025,Maharashtra,Thane,401105,4,50
19-09-2025,Maharashtra,Thane,400601,3,35
19-09-2025,Maharashtra,Thane,400604,1,34
19-09-2025,Maharashtra,Thane,400612,29,113
19-09-2025,Maharashtra,Thane,400703,3,11
19-09-2025,Maharashtra,Thane,400710,1,2
19-09-2025,Maharashtra,Thane,401403,0,10
19-09-2025,Maharashtra,Thane,401404,0,15
19-09-2025,Maharashtra,Thane,401405,0,8
19-09-2025,Maharashtra,Thane,401503,0,5
19-09-2025,Maharashtra,Thane,401610,0,4
19-09-2025,Maharashtra,Thane,421001,0,10
19-09-2025,Maharashtra,Thane,421002,5,24
19-09-2025,Maharashtra,Thane,421003,3,5
19-09-2025,Maharashtra,Thane,421101,0,3
19-09-2025,Maharashtra,Thane,421102,0,13
19-09-2025,Maharashtra,Thane,421301,6,92
19-09-2025,Maharashtra,Thane,421308,1,12
19-09-2025,Maharashtra,Thane,421311,0,4
19-09-2025,Maharashtra,Thane,421312,0,9
19-09-2025,Maharashtra,Thane,421403,1,13
19-09-2025,Maharashtra,Thane,421502,1,2
19-09-2025,Maharashtra,Thane,421601,5,36
19-09-2025,Maharashtra,Thane,421602,1,4
13-10-2025,Maharashtra,Thane,400603,0,1
13-10-2025,Maharashtra,Thane,401103,0,2
13-10-2025,Maharashtra,Thane,401208,0,5
13-10-2025,Maharashtra,Thane,401209,1,3
13-10-2025,Maharashtra,Thane,401402,0,2
13-10-2025,Maharashtra,Thane,401405,0,3
13-10-2025,Maharashtra,Thane,401603,1,28
13-10-2025,Maharashtra,Thane,401606,0,22
13-10-2025,Maharashtra,Thane,421103,0,3
13-10-2025,Maharashtra,Thane,421201,0,7
13-10-2025,Maharashtra,Thane,421202,0,15
13-10-2025,Maharashtra,Thane,421301,1,110
13-10-2025,Maharashtra,Thane,421302,0,144
13-10-2025,Maharashtra,Thane,421306,2,36
13-10-2025,Maharashtra,Thane,421311,0,1
13-10-2025,Maharashtra,Thane,421401,1,85
13-10-2025,Maharashtra,Thane,421501,2,11
13-10-2025,Maharashtra,Thane,421505,0,2
13-10-2025,Maharashtra,Thane,421601,1,93
20-09-2025,Maharashtra,Thane,400602,3,7
20-09-2025,Maharashtra,Thane,400607,9,35
20-09-2025,Maharashtra,Thane,400614,2,7
20-09-2025,Maharashtra,Thane,400615,1,31
20-09-2025,Maharashtra,Thane,400705,2,17
20-09-2025,Maharashtra,Thane,400706,11,29
20-09-2025,Maharashtra,Thane,400708,11,42
20-09-2025,Maharashtra,Thane,401106,1,10
20-09-2025,Maharashtra,Thane,401202,0,8
20-09-2025,Maharashtra,Thane,401207,0,1
20-09-2025,Maharashtra,Thane,401209,0,19
20-09-2025,Maharashtra,Thane,401603,0,16
20-09-2025,Maharashtra,Thane,401606,0,4
20-09-2025,Maharashtra,Thane,421302,17,143
20-09-2025,Maharashtra,Thane,421402,0,10
20-09-2025,Maharashtra,Thane,421403,0,11
20-09-2025,Maharashtra,Thane,421505,0,16
20-09-2025,Maharashtra,Thane,421605,6,26
15-10-2025,Maharashtra,Thane,400602,0,15
15-10-2025,Maharashtra,Thane,400604,5,67
15-10-2025,Maharashtra,Thane,400606,4,31
15-10-2025,Maharashtra,Thane,400607,6,40
15-10-2025,Maharashtra,Thane,400703,4,33
15-10-2025,Maharashtra,Thane,400706,8,45
15-10-2025,Maharashtra,Thane,401105,5,46
15-10-2025,Maharashtra,Thane,401206,0,2
15-10-2025,Maharashtra,Thane,401303,0,18
15-10-2025,Maharashtra,Thane,401304,0,3
15-10-2025,Maharashtra,Thane,401305,2,18
15-10-2025,Maharashtra,Thane,401402,0,1
15-10-2025,Maharashtra,Thane,401504,0,7
15-10-2025,Maharashtra,Thane,401701,0,1
15-10-2025,Maharashtra,Thane,421202,2,50
15-10-2025,Maharashtra,Thane,421303,1,62
15-10-2025,Maharashtra,Thane,421306,13,96
15-10-2025,Maharashtra,Thane,421312,0,19
15-10-2025,Maharashtra,Thane,421403,0,27
15-10-2025,Maharashtra,Thane,421505,1,19
15-10-2025,Maharashtra,Thane,421506,0,2
17-10-2025,Maharashtra,Thane,400602,1,3
17-10-2025,Maharashtra,Thane,400610,2,16
17-10-2025,Maharashtra,Thane,400701,5,18
17-10-2025,Maharashtra,Thane,400709,2,24
17-10-2025,Maharashtra,Thane,401101,0,19
17-10-2025,Maharashtra,Thane,401202,0,10
17-10-2025,Maharashtra,Thane,401203,0,3
17-10-2025,Maharashtra,Thane,401301,1,3
17-10-2025,Maharashtra,Thane,401404,0,13
17-10-2025,Maharashtra,Thane,421001,1,14
17-10-2025,Maharashtra,Thane,421002,1,41
17-10-2025,Maharashtra,Thane,421003,0,3
17-10-2025,Maharashtra,Thane,421102,1,27
17-10-2025,Maharashtra,Thane,421302,17,252
17-10-2025,Maharashtra,Thane,421305,3,48
17-10-2025,Maharashtra,Thane,421311,1,14
17-10-2025,Maharashtra,Thane,421403,0,39
16-10-2025,Maharashtra,Thane,400705,2,30
16-10-2025,Maharashtra,Thane,400706,7,62
16-10-2025,Maharashtra,Thane,401105,2,45
16-10-2025,Maharashtra,Thane,401201,0,11
16-10-2025,Maharashtra,Thane,401301,0,3
16-10-2025,Maharashtra,Thane,401304,0,3
16-10-2025,Maharashtra,Thane,401403,0,27
16-10-2025,Maharashtra,Thane,401501,0,27
16-10-2025,Maharashtra,Thane,401503,0,2
16-10-2025,Maharashtra,Thane,401504,1,6
16-10-2025,Maharashtra,Thane,421002,2,53
16-10-2025,Maharashtra,Thane,421102,4,34
16-10-2025,Maharashtra,Thane,421202,9,42
16-10-2025,Maharashtra,Thane,421303,1,38
16-10-2025,Maharashtra,Thane,421403,0,14
16-10-2025,Maharashtra,Thane,421502,0,9
16-10-2025,Maharashtra,Thane,421604,0,1
26-10-2025,Maharashtra,Thane,400602,1,11
26-10-2025,Maharashtra,Thane,400603,0,4
26-10-2025,Maharashtra,Thane,400612,29,150
26-10-2025,Maharashtra,Thane,400615,3,33
26-10-2025,Maharashtra,Thane,400701,4,25
26-10-2025,Maharashtra,Thane,400706,4,38
26-10-2025,Maharashtra,Thane,401101,3,27
26-10-2025,Maharashtra,Thane,401102,0,4
26-10-2025,Maharashtra,Thane,401106,3,14
26-10-2025,Maharashtra,Thane,401204,2,8
26-10-2025,Maharashtra,Thane,401501,0,28
26-10-2025,Maharashtra,Thane,421004,2,43
26-10-2025,Maharashtra,Thane,421403,0,57
26-10-2025,Maharashtra,Thane,421505,1,21
26-10-2025,Maharashtra,Thane,421604,0,2
26-10-2025,Maharashtra,Thane,421605,3,30
18-10-2025,Maharashtra,Thane,400601,5,21
18-10-2025,Maharashtra,Thane,400603,0,4
18-10-2025,Maharashtra,Thane,400612,19,136
18-10-2025,Maharashtra,Thane,400614,0,10
18-10-2025,Maharashtra,Thane,400709,3,32
18-10-2025,Maharashtra,Thane,401102,0,4
18-10-2025,Maharashtra,Thane,401105,1,28
18-10-2025,Maharashtra,Thane,401207,0,1
18-10-2025,Maharashtra,Thane,401303,1,5
18-10-2025,Maharashtra,Thane,401304,0,1
18-10-2025,Maharashtra,Thane,401403,0,25
18-10-2025,Maharashtra,Thane,401405,0,1
18-10-2025,Maharashtra,Thane,401501,0,14
18-10-2025,Maharashtra,Thane,401504,0,3
18-10-2025,Maharashtra,Thane,401604,1,64
18-10-2025,Maharashtra,Thane,401606,0,11
18-10-2025,Maharashtra,Thane,421002,4,40
18-10-2025,Maharashtra,Thane,421003,0,3
18-10-2025,Maharashtra,Thane,421202,4,23
18-10-2025,Maharashtra,Thane,421204,3,27
18-10-2025,Maharashtra,Thane,421305,2,46
18-10-2025,Maharashtra,Thane,421308,1,27
18-10-2025,Maharashtra,Thane,421501,3,34
18-10-2025,Maharashtra,Thane,421505,1,16
18-10-2025,Maharashtra,Thane,421603,0,6
18-10-2025,Maharashtra,Thane,421605,0,20
19-10-2025,Maharashtra,Thane,400601,6,10
19-10-2025,Maharashtra,Thane,400605,4,28
19-10-2025,Maharashtra,Thane,400606,1,14
19-10-2025,Maharashtra,Thane,400608,2,6
19-10-2025,Maharashtra,Thane,401106,0,6
19-10-2025,Maharashtra,Thane,401203,0,4
19-10-2025,Maharashtra,Thane,401204,0,5
19-10-2025,Maharashtra,Thane,401305,0,5
19-10-2025,Maharashtra,Thane,401405,0,3
19-10-2025,Maharashtra,Thane,401502,0,1
19-10-2025,Maharashtra,Thane,401503,0,2
19-10-2025,Maharashtra,Thane,401603,0,14
19-10-2025,Maharashtra,Thane,421004,2,25
19-10-2025,Maharashtra,Thane,421103,0,3
19-10-2025,Maharashtra,Thane,421303,0,7
19-10-2025,Maharashtra,Thane,421311,0,11
19-10-2025,Maharashtra,Thane,421401,3,103
21-10-2025,Maharashtra,Thane,400605,1,9
21-10-2025,Maharashtra,Thane,400607,3,5
21-10-2025,Maharashtra,Thane,400608,0,4
21-10-2025,Maharashtra,Thane,400705,0,4
21-10-2025,Maharashtra,Thane,401101,4,3
21-10-2025,Maharashtra,Thane,401209,0,2
21-10-2025,Maharashtra,Thane,401305,0,1
21-10-2025,Maharashtra,Thane,421002,0,5
21-10-2025,Maharashtra,Thane,421004,0,2
21-10-2025,Maharashtra,Thane,421303,0,1
21-10-2025,Maharashtra,Thane,421306,0,7
21-10-2025,Maharashtra,Thane,421401,1,51
21-10-2025,Maharashtra,Thane,421501,1,10
21-10-2025,Maharashtra,Thane,421602,0,5
20-10-2025,Maharashtra,Thane,400602,0,4
20-10-2025,Maharashtra,Thane,400614,0,2
20-10-2025,Maharashtra,Thane,401102,0,2
20-10-2025,Maharashtra,Thane,401103,0,1
20-10-2025,Maharashtra,Thane,401206,0,1
20-10-2025,Maharashtra,Thane,401303,0,8
20-10-2025,Maharashtra,Thane,401503,0,1
20-10-2025,Maharashtra,Thane,401605,0,30
20-10-2025,Maharashtra,Thane,401607,0,19
20-10-2025,Maharashtra,Thane,421201,2,12
20-10-2025,Maharashtra,Thane,421311,0,2
20-10-2025,Maharashtra,Thane,421501,0,21
22-10-2025,Maharashtra,Thane,400703,0,1
22-10-2025,Maharashtra,Thane,401107,2,10
22-10-2025,Maharashtra,Thane,401502,0,1
22-10-2025,Maharashtra,Thane,421201,1,5
22-10-2025,Maharashtra,Thane,421403,0,1
23-10-2025,Maharashtra,Thane,400602,1,0
23-10-2025,Maharashtra,Thane,400603,0,1
23-10-2025,Maharashtra,Thane,400612,5,21
23-10-2025,Maharashtra,Thane,400705,0,3
23-10-2025,Maharashtra,Thane,421001,0,1
23-10-2025,Maharashtra,Thane,421002,2,0
23-10-2025,Maharashtra,Thane,421004,0,4
23-10-2025,Maharashtra,Thane,421101,0,1
23-10-2025,Maharashtra,Thane,421202,0,3
23-10-2025,Maharashtra,Thane,421311,1,0
23-10-2025,Maharashtra,Thane,421505,0,1
23-10-2025,Maharashtra,Thane,421601,0,2
24-10-2025,Maharashtra,Thane,401105,4,41
24-10-2025,Maharashtra,Thane,401107,16,139
24-10-2025,Maharashtra,Thane,401206,0,1
24-10-2025,Maharashtra,Thane,401208,1,10
24-10-2025,Maharashtra,Thane,401209,0,22
24-10-2025,Maharashtra,Thane,401404,0,5
24-10-2025,Maharashtra,Thane,401503,0,3
24-10-2025,Maharashtra,Thane,401603,2,12
24-10-2025,Maharashtra,Thane,421001,1,16
24-10-2025,Maharashtra,Thane,421102,1,17
24-10-2025,Maharashtra,Thane,421308,0,27
24-10-2025,Maharashtra,Thane,421312,0,3
25-10-2025,Maharashtra,Thane,400601,6,25
25-10-2025,Maharashtra,Thane,400602,0,5
25-10-2025,Maharashtra,Thane,400603,0,2
25-10-2025,Maharashtra,Thane,400606,2,13
25-10-2025,Maharashtra,Thane,400610,2,10
25-10-2025,Maharashtra,Thane,401106,0,8
25-10-2025,Maharashtra,Thane,401207,0,1
25-10-2025,Maharashtra,Thane,401402,0,1
25-10-2025,Maharashtra,Thane,401404,0,15
25-10-2025,Maharashtra,Thane,401502,0,6
25-10-2025,Maharashtra,Thane,401503,0,2
25-10-2025,Maharashtra,Thane,401602,0,21
25-10-2025,Maharashtra,Thane,421001,0,5
25-10-2025,Maharashtra,Thane,421002,0,30
25-10-2025,Maharashtra,Thane,421311,0,13
25-10-2025,Maharashtra,Thane,421312,0,10
25-10-2025,Maharashtra,Thane,421502,0,2
25-10-2025,Maharashtra,Thane,421601,3,56
27-10-2025,Maharashtra,Thane,400602,0,7
27-10-2025,Maharashtra,Thane,400603,1,8
27-10-2025,Maharashtra,Thane,400605,4,21
27-10-2025,Maharashtra,Thane,400612,15,95
27-10-2025,Maharashtra,Thane,400615,0,24
27-10-2025,Maharashtra,Thane,400701,1,22
27-10-2025,Maharashtra,Thane,401102,0,8
27-10-2025,Maharashtra,Thane,401107,11,70
27-10-2025,Maharashtra,Thane,401201,0,5
27-10-2025,Maharashtra,Thane,401204,0,6
27-10-2025,Maharashtra,Thane,401208,0,11
27-10-2025,Maharashtra,Thane,401301,1,1
27-10-2025,Maharashtra,Thane,401305,1,10
27-10-2025,Maharashtra,Thane,401404,1,27
27-10-2025,Maharashtra,Thane,401501,0,16
27-10-2025,Maharashtra,Thane,401503,0,6
27-10-2025,Maharashtra,Thane,401602,0,23
27-10-2025,Maharashtra,Thane,401606,0,20
27-10-2025,Maharashtra,Thane,401702,0,2
27-10-2025,Maharashtra,Thane,421004,0,15
27-10-2025,Maharashtra,Thane,421203,0,7
27-10-2025,Maharashtra,Thane,421311,2,12
27-10-2025,Maharashtra,Thane,421501,2,33
27-10-2025,Maharashtra,Thane,421505,0,12
27-10-2025,Maharashtra,Thane,421603,0,6
28-10-2025,Maharashtra,Thane,400709,6,27
28-10-2025,Maharashtra,Thane,401402,0,4
28-10-2025,Maharashtra,Thane,401503,0,3
28-10-2025,Maharashtra,Thane,401506,0,1
28-10-2025,Maharashtra,Thane,401602,0,33
28-10-2025,Maharashtra,Thane,401606,0,33
28-10-2025,Maharashtra,Thane,421102,0,19
28-10-2025,Maharashtra,Thane,421305,2,69
28-10-2025,Maharashtra,Thane,421602,2,19
28-10-2025,Maharashtra,Thane,421604,0,2
28-10-2025,Maharashtra,Thane,421605,1,33
30-10-2025,Maharashtra,Thane,401104,0,2
31-10-2025,Maharashtra,Thane,421604,0,2
02-11-2025,Maharashtra,Thane,401102,0,2
02-11-2025,Maharashtra,Thane,401401,0,1
05-11-2025,Maharashtra,Thane,401302,0,2
05-11-2025,Maharashtra,Thane,401601,0,3
07-11-2025,Maharashtra,Thane,401702,0,1
09-11-2025,Maharashtra,Thane,401106,0,3
09-11-2025,Maharashtra,Thane,401201,0,4
09-11-2025,Maharashtra,Thane,421502,0,2
16-11-2025,Maharashtra,Thane,401102,0,6
16-11-2025,Maharashtra,Thane,401202,0,3
16-11-2025,Maharashtra,Thane,401304,0,1
16-11-2025,Maharashtra,Thane,401405,0,1
01-12-2025,Maharashtra,Thane,401104,0,1
03-12-2025,Maharashtra,Thane,401506,0,1
05-12-2025,Maharashtra,Thane,401104,0,1
04-12-2025,Maharashtra,Thane,401206,0,1
04-12-2025,Maharashtra,Thane,401703,0,1
07-12-2025,Maharashtra,Thane,401503,0,1
07-12-2025,Maharashtra,Thane,401607,0,2
11-12-2025,Maharashtra,Thane,421603,0,1
13-12-2025,Maharashtra,Thane,401506,0,1
13-12-2025,Maharashtra,Thane,401610,0,1
14-12-2025,Maharashtra,Thane,401201,0,6
14-12-2025,Maharashtra,Thane,401502,0,1
14-12-2025,Maharashtra,Thane,401606,0,5
14-12-2025,Maharashtra,Thane,401702,0,1
16-12-2025,Maharashtra,Thane,401701,0,1
22-12-2025,Maharashtra,Thane,401703,0,1
21-12-2025,Maharashtra,Thane,401103,0,3
21-12-2025,Maharashtra,Thane,401607,1,0
26-11-2025,Maharashtra,Thane,401701,0,1
31-12-2025,Maharashtra,Thane,400612,9,164
31-12-2025,Maharashtra,Thane,401101,1,24
31-12-2025,Maharashtra,Thane,401103,0,4
31-12-2025,Maharashtra,Thane,401105,3,44
31-12-2025,Maharashtra,Thane,401106,1,7
31-12-2025,Maharashtra,Thane,401201,0,17
31-12-2025,Maharashtra,Thane,401202,0,25
31-12-2025,Maharashtra,Thane,401203,0,13
31-12-2025,Maharashtra,Thane,401208,0,32
31-12-2025,Maharashtra,Thane,401501,0,21
31-12-2025,Maharashtra,Thane,401506,0,1
31-12-2025,Maharashtra,Thane,401604,0,9
31-12-2025,Maharashtra,Thane,401607,0,18
31-12-2025,Maharashtra,Thane,421103,0,2
31-12-2025,Maharashtra,Thane,421311,2,14
31-12-2025,Maharashtra,Thane,421401,3,74
31-12-2025,Maharashtra,Thane,421403,0,16
31-12-2025,Maharashtra,Thane,421501,4,60
31-12-2025,Maharashtra,Thane,421503,5,108
25-12-2025,Maharashtra,Thane,401502,0,1
25-12-2025,Maharashtra,Thane,401610,0,1
28-12-2025,Maharashtra,Thane,400601,5,38
28-12-2025,Maharashtra,Thane,400605,7,48
28-12-2025,Maharashtra,Thane,401104,0,1
28-12-2025,Maharashtra,Thane,401209,2,38
28-12-2025,Maharashtra,Thane,401404,0,12
28-12-2025,Maharashtra,Thane,401501,2,14
28-12-2025,Maharashtra,Thane,401602,1,9
28-12-2025,Maharashtra,Thane,401606,0,5
28-12-2025,Maharashtra,Thane,421001,2,18
28-12-2025,Maharashtra,Thane,421308,1,16
29-12-2025,Maharashtra,Thane,400703,6,38
29-12-2025,Maharashtra,Thane,400706,10,69
29-12-2025,Maharashtra,Thane,400708,3,38
29-12-2025,Maharashtra,Thane,401202,0,9
29-12-2025,Maharashtra,Thane,401204,0,4
29-12-2025,Maharashtra,Thane,401605,0,14
29-12-2025,Maharashtra,Thane,401607,0,6
29-12-2025,Maharashtra,Thane,401610,0,4
29-12-2025,Maharashtra,Thane,421002,2,41
29-12-2025,Maharashtra,Thane,421004,1,30
29-12-2025,Maharashtra,Thane,421101,1,11
29-12-2025,Maharashtra,Thane,421204,9,62
29-12-2025,Maharashtra,Thane,421301,13,186
29-12-2025,Maharashtra,Thane,421312,0,15
01-01-2026,Maharashtra,Thane,400604,4,55
01-01-2026,Maharashtra,Thane,400605,7,44
01-01-2026,Maharashtra,Thane,400705,3,21
01-01-2026,Maharashtra,Thane,401103,0,2
01-01-2026,Maharashtra,Thane,401106,1,3
01-01-2026,Maharashtra,Thane,401209,0,22
01-01-2026,Maharashtra,Thane,401301,0,6
01-01-2026,Maharashtra,Thane,401402,0,4
01-01-2026,Maharashtra,Thane,401403,0,21
01-01-2026,Maharashtra,Thane,401405,0,1
01-01-2026,Maharashtra,Thane,401601,0,4
01-01-2026,Maharashtra,Thane,401607,0,10
01-01-2026,Maharashtra,Thane,401610,0,2
01-01-2026,Maharashtra,Thane,421308,1,14
03-01-2026,Maharashtra,Thane,400605,0,6
03-01-2026,Maharashtra,Thane,400607,0,17
03-01-2026,Maharashtra,Thane,401202,0,4
03-01-2026,Maharashtra,Thane,401403,0,1
03-01-2026,Maharashtra,Thane,401504,0,1
03-01-2026,Maharashtra,Thane,401603,0,2
03-01-2026,Maharashtra,Thane,401606,0,2
03-01-2026,Maharashtra,Thane,421102,0,3
03-01-2026,Maharashtra,Thane,421302,1,37
03-01-2026,Maharashtra,Thane,421306,2,19
03-01-2026,Maharashtra,Thane,421401,0,11
03-01-2026,Maharashtra,Thane,421602,0,4
03-01-2026,Maharashtra,Thane,421603,0,1
02-01-2026,Maharashtra,Thane,401107,26,171
02-01-2026,Maharashtra,Thane,401203,0,6
02-01-2026,Maharashtra,Thane,401208,0,14
02-01-2026,Maharashtra,Thane,401404,0,10
02-01-2026,Maharashtra,Thane,401501,0,9
02-01-2026,Maharashtra,Thane,421003,0,2
02-01-2026,Maharashtra,Thane,421203,5,10
02-01-2026,Maharashtra,Thane,421401,1,18
02-01-2026,Maharashtra,Thane,421602,2,7
02-01-2026,Maharashtra,Thane,400614,3,15
02-01-2026,Maharashtra,Thane,400703,3,36
02-01-2026,Maharashtra,Thane,400706,13,52
02-01-2026,Maharashtra,Thane,401102,0,2
02-01-2026,Maharashtra,Thane,401103,0,3
23-12-2025,Maharashtra,Thane,400601,3,42
23-12-2025,Maharashtra,Thane,400605,4,59
23-12-2025,Maharashtra,Thane,400608,1,9
23-12-2025,Maharashtra,Thane,400615,3,34
23-12-2025,Maharashtra,Thane,401305,0,33
23-12-2025,Maharashtra,Thane,401401,0,1
23-12-2025,Maharashtra,Thane,401405,0,4
23-12-2025,Maharashtra,Thane,401504,0,5
23-12-2025,Maharashtra,Thane,421102,1,23
23-12-2025,Maharashtra,Thane,421202,5,74
23-12-2025,Maharashtra,Thane,421302,22,310
