date,state,district,pincode,age_0_5,age_5_17,age_18_greater
04-09-2025,Maharashtra,Thane,400601,7,1,0
19-09-2025,Maharashtra,Thane,400604,9,1,0
19-09-2025,Maharashtra,Thane,400612,23,9,0
19-09-2025,Maharashtra,Thane,400703,3,1,0
19-09-2025,Maharashtra,Thane,400710,0,1,0
19-09-2025,Maharashtra,Thane,401403,1,0,0
19-09-2025,Maharashtra,Thane,401404,3,1,0
19-09-2025,Maharashtra,Thane,421001,2,0,0
19-09-2025,Maharashtra,Thane,421002,3,5,0
19-09-2025,Maharashtra,Thane,421003,0,1,0
19-09-2025,Maharashtra,Thane,421102,4,1,0
19-09-2025,Maharashtra,Thane,421301,16,4,0
19-09-2025,Maharashtra,Thane,421308,1,2,0
19-09-2025,Maharashtra,Thane,421311,0,1,0
19-09-2025,Maharashtra,Thane,421403,2,0,0
19-09-2025,Maharashtra,Thane,421601,6,2,0
19-09-2025,Maharashtra,Thane,421602,2,4,0
18-09-2025,Maharashtra,Thane,400604,4,2,0
18-09-2025,Maharashtra,Thane,400615,2,2,0
18-09-2025,Maharashtra,Thane,400701,1,1,0
18-09-2025,Maharashtra,Thane,400708,3,2,0
18-09-2025,Maharashtra,Thane,400709,6,4,0
18-09-2025,Maharashtra,Thane,401302,1,0,0
18-09-2025,Maharashtra,Thane,401501,2,1,0
18-09-2025,Maharashtra,Thane,421305,2,0,0
20-09-2025,Maharashtra,Thane,400602,1,0,0
20-09-2025,Maharashtra,Thane,400607,7,1,0
20-09-2025,Maharashtra,Thane,400614,8,0,0
20-09-2025,Maharashtra,Thane,400615,6,2,0
20-09-2025,Maharashtra,Thane,400705,5,0,0
20-09-2025,Maharashtra,Thane,400706,5,5,0
20-09-2025,Maharashtra,Thane,400708,6,3,0
20-09-2025,Maharashtra,Thane,401106,1,0,0
20-09-2025,Maharashtra,Thane,401202,2,0,0
20-09-2025,Maharashtra,Thane,401207,1,0,0
20-09-2025,Maharashtra,Thane,401209,6,1,0
20-09-2025,Maharashtra,Thane,421302,44,19,1
20-09-2025,Maharashtra,Thane,421402,1,0,0
20-09-2025,Maharashtra,Thane,421403,1,1,0
20-09-2025,Maharashtra,Thane,421505,2,0,0
20-09-2025,Maharashtra,Thane,421603,2,1,0
20-09-2025,Maharashtra,Thane,421605,4,1,0
22-09-2025,Maharashtra,Thane,400605,2,1,0
22-09-2025,Maharashtra,Thane,400701,4,0,0
22-09-2025,Maharashtra,Thane,400706,3,1,0
22-09-2025,Maharashtra,Thane,401101,2,0,0
22-09-2025,Maharashtra,Thane,401105,2,2,0
22-09-2025,Maharashtra,Thane,401208,0,1,0
22-09-2025,Maharashtra,Thane,401303,1,0,0
22-09-2025,Maharashtra,Thane,401305,1,0,0
22-09-2025,Maharashtra,Thane,401606,2,0,0
22-09-2025,Maharashtra,Thane,421101,3,0,0
22-09-2025,Maharashtra,Thane,421201,5,5,0
22-09-2025,Maharashtra,Thane,421302,31,6,0
22-09-2025,Maharashtra,Thane,421312,0,2,0
22-09-2025,Maharashtra,Thane,421403,3,0,0
22-09-2025,Maharashtra,Thane,421501,2,0,0
21-09-2025,Maharashtra,Thane,400615,1,0,0
21-09-2025,Maharashtra,Thane,401204,1,0,0
21-09-2025,Maharashtra,Thane,421302,8,3,3
21-09-2025,Maharashtra,Thane,421306,7,3,0
25-09-2025,Maharashtra,Thane,400604,6,3,0
25-09-2025,Maharashtra,Thane,400606,3,1,0
25-09-2025,Maharashtra,Thane,400612,19,16,0
25-09-2025,Maharashtra,Thane,400701,5,0,0
25-09-2025,Maharashtra,Thane,401105,3,2,0
25-09-2025,Maharashtra,Thane,401301,1,0,0
25-09-2025,Maharashtra,Thane,401303,1,1,0
25-09-2025,Maharashtra,Thane,401606,4,1,0
25-09-2025,Maharashtra,Thane,421004,0,2,0
25-09-2025,Maharashtra,Thane,421102,1,3,0
25-09-2025,Maharashtra,Thane,421201,2,2,0
25-09-2025,Maharashtra,Thane,421401,1,3,0
25-09-2025,Maharashtra,Thane,421402,1,0,0
25-09-2025,Maharashtra,Thane,421403,3,0,0
05-09-2025,Maharashtra,Thane,400601,2,0,0
23-09-2025,Maharashtra,Thane,400614,2,0,0
23-09-2025,Maharashtra,Thane,400701,3,1,0
23-09-2025,Maharashtra,Thane,400708,4,1,0
23-09-2025,Maharashtra,Thane,401201,3,0,0
23-09-2025,Maharashtra,Thane,401209,0,1,0
23-09-2025,Maharashtra,Thane,401606,1,0,0
23-09-2025,Maharashtra,Thane,421004,3,1,0
23-09-2025,Maharashtra,Thane,421103,0,1,0
23-09-2025,Maharashtra,Thane,421308,2,0,0
23-09-2025,Maharashtra,Thane,421403,2,1,0
23-09-2025,Maharashtra,Thane,421501,2,1,0
24-09-2025,Maharashtra,Thane,400605,6,4,0
24-09-2025,Maharashtra,Thane,400608,1,0,0
24-09-2025,Maharashtra,Thane,400708,5,1,0
24-09-2025,Maharashtra,Thane,401203,1,1,0
24-09-2025,Maharashtra,Thane,401208,4,0,0
24-09-2025,Maharashtra,Thane,401503,0,1,0
24-09-2025,Maharashtra,Thane,401607,2,1,0
24-09-2025,Maharashtra,Thane,421003,1,0,0
24-09-2025,Maharashtra,Thane,421202,4,1,0
24-09-2025,Maharashtra,Thane,421305,3,2,0
24-09-2025,Maharashtra,Thane,421505,1,2,0
24-09-2025,Maharashtra,Thane,421601,5,1,0
29-09-2025,Maharashtra,Thane,400603,0,1,0
29-09-2025,Maharashtra,Thane,400604,2,2,0
29-09-2025,Maharashtra,Thane,401106,0,1,0
29-09-2025,Maharashtra,Thane,421301,2,1,0
30-09-2025,Maharashtra,Thane,400605,1,0,0
30-09-2025,Maharashtra,Thane,400706,0,1,0
30-09-2025,Maharashtra,Thane,421305,0,1,0
30-09-2025,Maharashtra,Thane,421503,1,2,0
27-09-2025,Maharashtra,Thane,400612,4,3,0
27-09-2025,Maharashtra,Thane,400701,1,0,0
27-09-2025,Maharashtra,Thane,400703,2,0,0
27-09-2025,Maharashtra,Thane,400708,3,0,0
27-09-2025,Maharashtra,Thane,421004,3,0,0
27-09-2025,Maharashtra,Thane,421301,6,1,0
27-09-2025,Maharashtra,Thane,421308,2,0,0
06-09-2025,Maharashtra,Thane,400601,8,0,0
28-09-2025,Maharashtra,Thane,400705,1,0,0
28-09-2025,Maharashtra,Thane,421302,1,0,0
26-09-2025,Maharashtra,Thane,400703,1,0,0
26-09-2025,Maharashtra,Thane,400705,5,1,0
26-09-2025,Maharashtra,Thane,400710,1,0,0
26-09-2025,Maharashtra,Thane,401101,1,0,0
26-09-2025,Maharashtra,Thane,401106,1,0,0
26-09-2025,Maharashtra,Thane,401107,7,5,0
26-09-2025,Maharashtra,Thane,401208,1,0,0
26-09-2025,Maharashtra,Thane,401404,2,0,0
26-09-2025,Maharashtra,Thane,421005,0,1,0
26-09-2025,Maharashtra,Thane,421301,14,5,0
26-09-2025,Maharashtra,Thane,421602,3,2,0
26-10-2025,Maharashtra,Thane,400612,6,6,0
26-10-2025,Maharashtra,Thane,400615,2,0,0
26-10-2025,Maharashtra,Thane,400701,1,1,0
26-10-2025,Maharashtra,Thane,400706,2,1,0
26-10-2025,Maharashtra,Thane,401101,0,1,0
26-10-2025,Maharashtra,Thane,421004,2,1,0
26-10-2025,Maharashtra,Thane,421505,3,1,1
26-10-2025,Maharashtra,Thane,421605,1,1,0
15-10-2025,Maharashtra,Thane,400602,2,0,0
15-10-2025,Maharashtra,Thane,400604,8,2,1
15-10-2025,Maharashtra,Thane,400606,6,3,0
15-10-2025,Maharashtra,Thane,400607,3,1,0
15-10-2025,Maharashtra,Thane,400703,5,0,0
15-10-2025,Maharashtra,Thane,400706,12,0,0
15-10-2025,Maharashtra,Thane,401105,6,1,0
15-10-2025,Maharashtra,Thane,401206,1,0,0
15-10-2025,Maharashtra,Thane,401303,1,0,0
15-10-2025,Maharashtra,Thane,401305,4,0,0
15-10-2025,Maharashtra,Thane,421202,3,4,0
15-10-2025,Maharashtra,Thane,421303,1,1,0
15-10-2025,Maharashtra,Thane,421306,8,5,0
15-10-2025,Maharashtra,Thane,421312,0,1,0
15-10-2025,Maharashtra,Thane,421403,3,1,0
15-10-2025,Maharashtra,Thane,421505,4,0,0
15-10-2025,Maharashtra,Thane,421506,1,0,0
13-10-2025,Maharashtra,Thane,400603,5,0,0
13-10-2025,Maharashtra,Thane,401208,4,1,0
13-10-2025,Maharashtra,Thane,401209,4,3,0
13-10-2025,Maharashtra,Thane,401506,1,0,0
13-10-2025,Maharashtra,Thane,401606,3,1,0
13-10-2025,Maharashtra,Thane,421103,1,0,0
13-10-2025,Maharashtra,Thane,421201,8,5,0
13-10-2025,Maharashtra,Thane,421202,10,3,0
13-10-2025,Maharashtra,Thane,421301,34,10,0
13-10-2025,Maharashtra,Thane,421302,48,21,0
13-10-2025,Maharashtra,Thane,421306,11,9,0
13-10-2025,Maharashtra,Thane,421311,1,3,0
13-10-2025,Maharashtra,Thane,421401,6,2,0
13-10-2025,Maharashtra,Thane,421501,6,3,1
13-10-2025,Maharashtra,Thane,421505,4,2,0
13-10-2025,Maharashtra,Thane,421601,8,3,0
16-10-2025,Maharashtra,Thane,400705,4,0,0
16-10-2025,Maharashtra,Thane,400706,1,0,0
16-10-2025,Maharashtra,Thane,401105,4,1,0
16-10-2025,Maharashtra,Thane,401301,1,0,0
16-10-2025,Maharashtra,Thane,401501,2,0,0
16-10-2025,Maharashtra,Thane,421002,1,0,0
16-10-2025,Maharashtra,Thane,421102,3,0,0
16-10-2025,Maharashtra,Thane,421202,3,1,0
16-10-2025,Maharashtra,Thane,421303,1,0,0
16-10-2025,Maharashtra,Thane,421403,0,3,0
16-10-2025,Maharashtra,Thane,421502,1,0,0
17-10-2025,Maharashtra,Thane,400602,3,1,0
17-10-2025,Maharashtra,Thane,400610,2,0,0
17-10-2025,Maharashtra,Thane,400701,9,3,0
17-10-2025,Maharashtra,Thane,400709,23,2,0
17-10-2025,Maharashtra,Thane,401101,5,2,0
17-10-2025,Maharashtra,Thane,401202,3,0,0
17-10-2025,Maharashtra,Thane,401203,1,1,0
17-10-2025,Maharashtra,Thane,401301,1,0,0
17-10-2025,Maharashtra,Thane,401404,1,0,0
17-10-2025,Maharashtra,Thane,421001,0,2,0
17-10-2025,Maharashtra,Thane,421002,9,2,0
17-10-2025,Maharashtra,Thane,421102,7,2,0
17-10-2025,Maharashtra,Thane,421302,46,16,0
17-10-2025,Maharashtra,Thane,421305,13,3,0
17-10-2025,Maharashtra,Thane,421311,3,2,0
17-10-2025,Maharashtra,Thane,421403,5,3,0
07-09-2025,Maharashtra,Thane,400601,3,1,0
19-10-2025,Maharashtra,Thane,400605,7,1,0
19-10-2025,Maharashtra,Thane,400606,9,2,0
19-10-2025,Maharashtra,Thane,400608,2,1,0
19-10-2025,Maharashtra,Thane,401106,6,0,0
19-10-2025,Maharashtra,Thane,401203,2,0,0
19-10-2025,Maharashtra,Thane,401204,1,0,0
19-10-2025,Maharashtra,Thane,401305,5,0,0
19-10-2025,Maharashtra,Thane,401603,2,0,0
19-10-2025,Maharashtra,Thane,421004,6,0,0
19-10-2025,Maharashtra,Thane,421303,1,0,0
19-10-2025,Maharashtra,Thane,421311,3,0,0
19-10-2025,Maharashtra,Thane,421401,4,0,0
08-09-2025,Maharashtra,Thane,400601,5,2,0
18-10-2025,Maharashtra,Thane,400603,1,0,0
18-10-2025,Maharashtra,Thane,400612,17,7,0
18-10-2025,Maharashtra,Thane,400614,3,0,0
18-10-2025,Maharashtra,Thane,400709,3,2,0
18-10-2025,Maharashtra,Thane,401102,1,0,0
18-10-2025,Maharashtra,Thane,401105,0,5,0
18-10-2025,Maharashtra,Thane,401303,1,0,0
18-10-2025,Maharashtra,Thane,401501,1,0,0
18-10-2025,Maharashtra,Thane,401604,0,1,0
18-10-2025,Maharashtra,Thane,401606,1,0,0
18-10-2025,Maharashtra,Thane,421002,2,1,0
18-10-2025,Maharashtra,Thane,421003,1,0,0
18-10-2025,Maharashtra,Thane,421202,5,1,0
18-10-2025,Maharashtra,Thane,421204,3,2,0
18-10-2025,Maharashtra,Thane,421305,6,1,0
18-10-2025,Maharashtra,Thane,421308,1,0,0
18-10-2025,Maharashtra,Thane,421501,2,1,0
18-10-2025,Maharashtra,Thane,421505,5,1,0
18-10-2025,Maharashtra,Thane,421603,0,1,0
18-10-2025,Maharashtra,Thane,421605,2,3,0
20-10-2025,Maharashtra,Thane,401303,1,0,0
20-10-2025,Maharashtra,Thane,421311,0,1,0
20-10-2025,Maharashtra,Thane,421501,2,2,0
21-10-2025,Maharashtra,Thane,400605,0,1,0
21-10-2025,Maharashtra,Thane,421004,3,0,0
21-10-2025,Maharashtra,Thane,421306,1,1,0
21-10-2025,Maharashtra,Thane,421401,1,0,0
24-10-2025,Maharashtra,Thane,401105,2,0,0
24-10-2025,Maharashtra,Thane,401107,5,5,0
24-10-2025,Maharashtra,Thane,401209,2,2,0
24-10-2025,Maharashtra,Thane,401503,1,0,0
24-10-2025,Maharashtra,Thane,421102,1,1,0
24-10-2025,Maharashtra,Thane,421308,2,1,0
09-09-2025,Maharashtra,Thane,400601,8,3,1
25-10-2025,Maharashtra,Thane,400602,1,0,0
25-10-2025,Maharashtra,Thane,400606,2,1,0
25-10-2025,Maharashtra,Thane,400610,1,1,0
25-10-2025,Maharashtra,Thane,401106,1,0,0
25-10-2025,Maharashtra,Thane,421001,1,0,0
25-10-2025,Maharashtra,Thane,421002,1,0,0
25-10-2025,Maharashtra,Thane,421311,3,0,0
25-10-2025,Maharashtra,Thane,421502,1,0,0
25-10-2025,Maharashtra,Thane,421601,1,0,0
27-10-2025,Maharashtra,Thane,400605,4,0,0
27-10-2025,Maharashtra,Thane,400612,4,1,0
27-10-2025,Maharashtra,Thane,400615,2,1,0
27-10-2025,Maharashtra,Thane,400701,2,1,0
27-10-2025,Maharashtra,Thane,401107,4,2,1
27-10-2025,Maharashtra,Thane,401208,1,0,0
27-10-2025,Maharashtra,Thane,421004,0,1,0
27-10-2025,Maharashtra,Thane,421203,1,0,0
27-10-2025,Maharashtra,Thane,421311,1,0,0
27-10-2025,Maharashtra,Thane,421501,3,0,0
27-10-2025,Maharashtra,Thane,421505,0,1,0
28-10-2025,Maharashtra,Thane,400709,4,0,0
28-10-2025,Maharashtra,Thane,401606,1,1,0
28-10-2025,Maharashtra,Thane,421305,2,0,0
28-10-2025,Maharashtra,Thane,421602,2,2,0
28-10-2025,Maharashtra,Thane,421605,1,0,0
05-11-2025,Maharashtra,Thane,400603,1,1,0
05-11-2025,Maharashtra,Thane,400608,2,0,0
05-11-2025,Maharashtra,Thane,400614,1,2,0
05-11-2025,Maharashtra,Thane,400703,6,1,0
05-11-2025,Maharashtra,Thane,400705,5,1,0
05-11-2025,Maharashtra,Thane,400706,6,0,0
05-11-2025,Maharashtra,Thane,400709,12,2,0
05-11-2025,Maharashtra,Thane,421102,1,2,0
05-11-2025,Maharashtra,Thane,421502,1,0,0
03-11-2025,Maharashtra,Thane,400602,1,0,0
03-11-2025,Maharashtra,Thane,400607,0,1,0
03-11-2025,Maharashtra,Thane,400612,6,9,0
03-11-2025,Maharashtra,Thane,400701,1,2,0
03-11-2025,Maharashtra,Thane,400709,6,3,0
03-11-2025,Maharashtra,Thane,401404,1,0,0
03-11-2025,Maharashtra,Thane,401504,1,0,0
03-11-2025,Maharashtra,Thane,401604,0,1,0
03-11-2025,Maharashtra,Thane,421004,0,1,0
03-11-2025,Maharashtra,Thane,421101,0,1,0
03-11-2025,Maharashtra,Thane,421204,7,2,0
03-11-2025,Maharashtra,Thane,421302,11,9,0
03-11-2025,Maharashtra,Thane,421308,3,0,0
03-11-2025,Maharashtra,Thane,421402,0,1,0
04-11-2025,Maharashtra,Thane,400602,1,0,0
04-11-2025,Maharashtra,Thane,400708,1,0,0
07-11-2025,Maharashtra,Thane,400608,0,2,0
07-11-2025,Maharashtra,Thane,400610,2,2,0
07-11-2025,Maharashtra,Thane,401107,9,6,0
07-11-2025,Maharashtra,Thane,401209,1,1,0
07-11-2025,Maharashtra,Thane,401606,0,1,0
07-11-2025,Maharashtra,Thane,421004,0,1,0
07-11-2025,Maharashtra,Thane,421302,27,6,1
07-11-2025,Maharashtra,Thane,421305,2,1,0
07-11-2025,Maharashtra,Thane,421306,8,3,0
07-11-2025,Maharashtra,Thane,421308,1,1,0
07-11-2025,Maharashtra,Thane,421602,3,1,0
07-11-2025,Maharashtra,Thane,421605,4,1,0
06-11-2025,Maharashtra,Thane,400603,4,1,0
06-11-2025,Maharashtra,Thane,400614,1,0,0
06-11-2025,Maharashtra,Thane,400703,1,1,0
06-11-2025,Maharashtra,Thane,400710,0,1,0
06-11-2025,Maharashtra,Thane,401102,1,0,0
06-11-2025,Maharashtra,Thane,401104,2,0,0
06-11-2025,Maharashtra,Thane,401105,2,0,0
06-11-2025,Maharashtra,Thane,401203,1,0,0
06-11-2025,Maharashtra,Thane,401605,1,0,0
06-11-2025,Maharashtra,Thane,401607,1,0,0
06-11-2025,Maharashtra,Thane,421003,1,0,0
06-11-2025,Maharashtra,Thane,421103,1,0,0
06-11-2025,Maharashtra,Thane,421201,10,2,1
06-11-2025,Maharashtra,Thane,421301,10,5,1
06-11-2025,Maharashtra,Thane,421302,12,4,1
06-11-2025,Maharashtra,Thane,421305,1,3,0
06-11-2025,Maharashtra,Thane,421312,1,0,0
10-09-2025,Maharashtra,Thane,400601,7,3,0
08-11-2025,Maharashtra,Thane,400602,2,0,0
08-11-2025,Maharashtra,Thane,400603,1,0,0
08-11-2025,Maharashtra,Thane,400607,0,3,0
08-11-2025,Maharashtra,Thane,400608,1,0,0
08-11-2025,Maharashtra,Thane,401201,1,0,0
08-11-2025,Maharashtra,Thane,401301,1,0,0
08-11-2025,Maharashtra,Thane,401605,1,0,0
08-11-2025,Maharashtra,Thane,421202,7,2,0
08-11-2025,Maharashtra,Thane,421301,19,7,0
09-11-2025,Maharashtra,Thane,400708,6,1,0
09-11-2025,Maharashtra,Thane,400709,5,1,0
09-11-2025,Maharashtra,Thane,401106,1,0,0
09-11-2025,Maharashtra,Thane,421004,1,0,0
09-11-2025,Maharashtra,Thane,421102,1,3,0
09-11-2025,Maharashtra,Thane,421103,1,0,0
09-11-2025,Maharashtra,Thane,421202,13,4,0
09-11-2025,Maharashtra,Thane,421204,2,5,0
09-11-2025,Maharashtra,Thane,421306,11,4,0
09-11-2025,Maharashtra,Thane,421403,2,0,0
09-11-2025,Maharashtra,Thane,421501,5,2,0
09-11-2025,Maharashtra,Thane,421503,6,8,0
09-11-2025,Maharashtra,Thane,421602,1,0,0
09-11-2025,Maharashtra,Thane,421605,2,1,0
13-11-2025,Maharashtra,Thane,400610,1,0,0
13-11-2025,Maharashtra,Thane,400705,1,4,0
13-11-2025,Maharashtra,Thane,400706,4,2,0
13-11-2025,Maharashtra,Thane,400709,2,0,0
13-11-2025,Maharashtra,Thane,401102,1,0,0
13-11-2025,Maharashtra,Thane,401105,1,3,0
13-11-2025,Maharashtra,Thane,401106,1,0,0
13-11-2025,Maharashtra,Thane,401305,0,1,0
13-11-2025,Maharashtra,Thane,401404,1,0,0
13-11-2025,Maharashtra,Thane,401606,0,1,0
13-11-2025,Maharashtra,Thane,421302,4,2,1
13-11-2025,Maharashtra,Thane,421303,1,0,0
12-11-2025,Maharashtra,Thane,400606,3,1,0
12-11-2025,Maharashtra,Thane,400610,2,0,0
12-11-2025,Maharashtra,Thane,400612,17,7,0
12-11-2025,Maharashtra,Thane,400701,2,3,0
12-11-2025,Maharashtra,Thane,401105,5,2,0
12-11-2025,Maharashtra,Thane,421002,1,2,0
12-11-2025,Maharashtra,Thane,421004,3,0,0
12-11-2025,Maharashtra,Thane,421102,1,1,0
12-11-2025,Maharashtra,Thane,421301,9,6,0
12-11-2025,Maharashtra,Thane,421306,6,5,0
12-11-2025,Maharashtra,Thane,421308,0,1,0
12-11-2025,Maharashtra,Thane,421503,3,4,0
11-09-2025,Maharashtra,Thane,400601,3,5,0
16-11-2025,Maharashtra,Thane,400604,14,5,0
16-11-2025,Maharashtra,Thane,400608,2,0,0
16-11-2025,Maharashtra,Thane,400703,3,1,0
16-11-2025,Maharashtra,Thane,400708,9,1,0
16-11-2025,Maharashtra,Thane,400709,6,1,0
16-11-2025,Maharashtra,Thane,401403,1,0,0
16-11-2025,Maharashtra,Thane,401605,1,0,0
16-11-2025,Maharashtra,Thane,421002,6,1,0
16-11-2025,Maharashtra,Thane,421003,1,0,0
16-11-2025,Maharashtra,Thane,421103,2,0,0
16-11-2025,Maharashtra,Thane,421202,6,0,0
16-11-2025,Maharashtra,Thane,421306,12,4,0
16-11-2025,Maharashtra,Thane,421401,3,1,0
16-11-2025,Maharashtra,Thane,421505,0,1,0
17-11-2025,Maharashtra,Thane,400602,1,0,0
17-11-2025,Maharashtra,Thane,400605,4,0,0
17-11-2025,Maharashtra,Thane,400606,2,1,1
17-11-2025,Maharashtra,Thane,401101,3,1,0
17-11-2025,Maharashtra,Thane,401105,1,0,0
17-11-2025,Maharashtra,Thane,401203,1,0,0
17-11-2025,Maharashtra,Thane,401209,1,0,0
17-11-2025,Maharashtra,Thane,401403,1,0,0
17-11-2025,Maharashtra,Thane,421103,1,0,0
17-11-2025,Maharashtra,Thane,421201,3,1,0
17-11-2025,Maharashtra,Thane,421302,19,6,1
17-11-2025,Maharashtra,Thane,421306,2,2,0
17-11-2025,Maharashtra,Thane,421401,1,0,0
17-11-2025,Maharashtra,Thane,421403,2,1,0
17-11-2025,Maharashtra,Thane,421501,5,1,1
25-11-2025,Maharashtra,Thane,400603,4,0,0
25-11-2025,Maharashtra,Thane,400706,9,1,0
25-11-2025,Maharashtra,Thane,401604,1,0,0
25-11-2025,Maharashtra,Thane,421004,6,1,1
25-11-2025,Maharashtra,Thane,421308,2,2,0
25-11-2025,Maharashtra,Thane,421402,3,0,0
25-11-2025,Maharashtra,Thane,421501,6,3,0
12-09-2025,Maharashtra,Thane,400601,7,2,0
15-12-2025,Maharashtra,Thane,400603,2,0,0
15-12-2025,Maharashtra,Thane,401101,12,4,0
15-12-2025,Maharashtra,Thane,401104,1,0,0
15-12-2025,Maharashtra,Thane,401202,0,1,0
15-12-2025,Maharashtra,Thane,401203,3,1,0
15-12-2025,Maharashtra,Thane,401305,2,2,0
15-12-2025,Maharashtra,Thane,401604,3,0,0
15-12-2025,Maharashtra,Thane,421201,25,8,0
15-12-2025,Maharashtra,Thane,421308,12,1,0
15-12-2025,Maharashtra,Thane,421506,2,0,0
13-09-2025,Maharashtra,Thane,400601,7,2,0
30-10-2025,Maharashtra,Thane,400602,3,0,0
30-10-2025,Maharashtra,Thane,400610,5,1,0
30-10-2025,Maharashtra,Thane,400701,9,0,1
30-10-2025,Maharashtra,Thane,400706,20,1,0
30-10-2025,Maharashtra,Thane,401203,1,1,0
30-10-2025,Maharashtra,Thane,401208,6,2,0
30-10-2025,Maharashtra,Thane,401403,0,2,0
30-10-2025,Maharashtra,Thane,421004,7,1,0
30-10-2025,Maharashtra,Thane,421201,10,5,0
30-10-2025,Maharashtra,Thane,421311,4,2,0
30-10-2025,Maharashtra,Thane,421401,9,2,0
30-10-2025,Maharashtra,Thane,421403,2,1,0
30-10-2025,Maharashtra,Thane,421601,16,5,0
30-10-2025,Maharashtra,Thane,421602,2,2,0
14-09-2025,Maharashtra,Thane,400601,4,1,0
31-10-2025,Maharashtra,Thane,400604,22,0,0
31-10-2025,Maharashtra,Thane,400607,17,1,1
31-10-2025,Maharashtra,Thane,400706,4,0,0
31-10-2025,Maharashtra,Thane,400709,11,1,0
31-10-2025,Maharashtra,Thane,401101,9,5,0
31-10-2025,Maharashtra,Thane,401203,1,1,0
31-10-2025,Maharashtra,Thane,421001,0,1,0
31-10-2025,Maharashtra,Thane,421004,3,0,2
31-10-2025,Maharashtra,Thane,421005,0,1,0
31-10-2025,Maharashtra,Thane,421101,5,2,0
31-10-2025,Maharashtra,Thane,421308,4,1,0
31-10-2025,Maharashtra,Thane,421402,0,1,0
29-10-2025,Maharashtra,Thane,400602,3,0,0
29-10-2025,Maharashtra,Thane,400605,2,0,1
29-10-2025,Maharashtra,Thane,400607,6,2,0
29-10-2025,Maharashtra,Thane,400706,8,0,0
29-10-2025,Maharashtra,Thane,421001,2,0,0
29-10-2025,Maharashtra,Thane,421303,1,0,0
29-10-2025,Maharashtra,Thane,421306,5,4,0
29-10-2025,Maharashtra,Thane,421311,2,0,0
29-10-2025,Maharashtra,Thane,421602,1,1,0
01-11-2025,Maharashtra,Thane,400705,2,1,0
01-11-2025,Maharashtra,Thane,400709,1,0,0
01-11-2025,Maharashtra,Thane,401203,1,0,0
01-11-2025,Maharashtra,Thane,421001,1,0,0
01-11-2025,Maharashtra,Thane,421002,2,0,0
01-11-2025,Maharashtra,Thane,421306,1,1,0
01-11-2025,Maharashtra,Thane,421503,1,2,0
02-11-2025,Maharashtra,Thane,400607,19,7,0
02-11-2025,Maharashtra,Thane,400615,16,7,0
02-11-2025,Maharashtra,Thane,400708,7,3,0
02-11-2025,Maharashtra,Thane,401102,1,0,0
02-11-2025,Maharashtra,Thane,401202,4,2,0
02-11-2025,Maharashtra,Thane,401305,1,1,0
02-11-2025,Maharashtra,Thane,401405,1,0,0
02-11-2025,Maharashtra,Thane,401607,2,0,0
02-11-2025,Maharashtra,Thane,421203,3,7,0
02-11-2025,Maharashtra,Thane,421311,7,4,0
02-11-2025,Maharashtra,Thane,421402,2,0,0
02-11-2025,Maharashtra,Thane,421501,17,6,0
02-11-2025,Maharashtra,Thane,421502,1,1,0
10-11-2025,Maharashtra,Thane,400607,8,0,0
10-11-2025,Maharashtra,Thane,400701,6,2,0
10-11-2025,Maharashtra,Thane,400703,6,1,0
10-11-2025,Maharashtra,Thane,401202,1,0,0
10-11-2025,Maharashtra,Thane,401603,1,0,0
10-11-2025,Maharashtra,Thane,421001,4,1,1
10-11-2025,Maharashtra,Thane,421305,11,2,0
10-11-2025,Maharashtra,Thane,421505,3,0,0
11-11-2025,Maharashtra,Thane,400602,1,0,0
11-11-2025,Maharashtra,Thane,400604,5,2,0
11-11-2025,Maharashtra,Thane,400608,1,0,0
11-11-2025,Maharashtra,Thane,400615,1,1,0
11-11-2025,Maharashtra,Thane,400701,2,1,0
11-11-2025,Maharashtra,Thane,400706,5,2,0
11-11-2025,Maharashtra,Thane,401105,4,1,0
11-11-2025,Maharashtra,Thane,401106,0,1,0
11-11-2025,Maharashtra,Thane,401206,1,0,0
11-11-2025,Maharashtra,Thane,401603,1,0,0
11-11-2025,Maharashtra,Thane,421101,2,0,0
11-11-2025,Maharashtra,Thane,421501,2,3,1
15-09-2025,Maharashtra,Thane,400601,1,4,0
14-11-2025,Maharashtra,Thane,400614,2,0,0
14-11-2025,Maharashtra,Thane,400705,1,0,0
14-11-2025,Maharashtra,Thane,401303,2,3,0
14-11-2025,Maharashtra,Thane,401602,1,1,0
14-11-2025,Maharashtra,Thane,401603,0,1,0
14-11-2025,Maharashtra,Thane,421202,6,0,0
14-11-2025,Maharashtra,Thane,421401,3,0,0
14-11-2025,Maharashtra,Thane,421403,12,0,0
14-11-2025,Maharashtra,Thane,421501,8,0,0
14-11-2025,Maharashtra,Thane,421502,1,0,0
16-09-2025,Maharashtra,Thane,400601,1,2,0
15-11-2025,Maharashtra,Thane,400603,1,0,0
15-11-2025,Maharashtra,Thane,400604,18,3,0
15-11-2025,Maharashtra,Thane,400612,42,18,0
15-11-2025,Maharashtra,Thane,400614,2,1,0
15-11-2025,Maharashtra,Thane,400706,24,2,0
15-11-2025,Maharashtra,Thane,401302,2,0,0
15-11-2025,Maharashtra,Thane,401501,3,0,0
15-11-2025,Maharashtra,Thane,401506,1,0,0
15-11-2025,Maharashtra,Thane,401602,3,2,0
